held_out_drug,model,MAE,RMSE,MAPE,R2,MASE,Bias
ANL_007,Analog_Only,2622.5487,3309.0056,7.408,-0.3486,0.7101,2620.9372
ANL_007,Bass_Only,606.5151,645.6422,1.6366,0.9487,0.1642,-0.1681
ANL_007,Analog_Bass_Static,606.515,645.6422,1.6366,0.9487,0.1642,-0.1682
ANL_007,Analog_Bass_Adaptive,606.515,645.6422,1.6366,0.9487,0.1642,-0.1682
ANL_008,Naive,3358.5,4020.2497,13.8519,-2.31,1.0,-3358.5
ANL_008,ARIMA,3587.9773,4209.4816,14.7452,-2.6289,1.0683,-3587.9773
ANL_008,Analog_Only,921.4348,1168.8677,3.6829,0.7202,0.2744,921.4348
ANL_008,Bass_Only,103.7299,143.8377,0.4176,0.9958,0.0309,0.1682
ANL_008,Analog_Bass_Static,102.6162,142.6813,0.4131,0.9958,0.0306,0.1566
ANL_008,Analog_Bass_Adaptive,102.6162,142.6813,0.4131,0.9958,0.0306,0.1566
ANL_009,Naive,5921.1667,7212.1542,12.4992,-2.0678,1.0,-5921.1667
ANL_009,ARIMA,6271.4111,7495.3187,13.196,-2.3135,1.0592,-6271.4111
ANL_009,Analog_Only,1723.0465,2516.3788,3.5507,0.6265,0.291,1723.0465
ANL_009,Bass_Only,718.7788,1016.3449,1.5036,0.9391,0.1214,-0.0724
ANL_009,Analog_Bass_Static,718.7787,1016.3449,1.5036,0.9391,0.1214,-0.0724
ANL_009,Analog_Bass_Adaptive,718.7787,1016.3449,1.5036,0.9391,0.1214,-0.0724
ANL_010,Naive,21644.8333,26440.1214,15.1361,-2.0318,1.0,-21644.8333
ANL_010,ARIMA,23250.6214,27731.4387,16.179,-2.3352,1.0742,-23250.6214
ANL_010,Analog_Only,4508.5591,5560.2477,3.0661,0.8659,0.2083,314.1251
ANL_010,Bass_Only,5328.3605,6366.1476,3.5361,0.8242,0.2462,-3.2799
ANL_010,Analog_Bass_Static,5328.36,6366.1476,3.5361,0.8242,0.2462,-3.28
ANL_010,Analog_Bass_Adaptive,5328.36,6366.1476,3.5361,0.8242,0.2462,-3.28
ANL_011,Naive,12026.3333,14291.9572,10.708,-2.4256,1.0,-12026.3333
ANL_011,ARIMA,11828.1891,14042.7218,10.5304,-2.3072,0.9835,-11729.9958
ANL_011,Analog_Only,4534.6792,6271.3635,4.0044,0.3404,0.3771,4534.6792
ANL_011,Bass_Only,2828.8311,3024.6237,2.4584,0.8466,0.2352,1.7551
ANL_011,Analog_Bass_Static,2832.6287,3027.0619,2.4617,0.8463,0.2355,1.7806
ANL_011,Analog_Bass_Adaptive,2832.6287,3027.0619,2.4617,0.8463,0.2355,1.7806
ANL_012,Naive,6759.5,8172.952,38.2282,-2.1648,1.0,-6759.5
ANL_012,ARIMA,7545.1151,8810.1545,42.0372,-2.6775,1.1162,-7545.1151
ANL_012,Analog_Only,1567.3435,2058.0298,9.1362,0.7993,0.2319,-1567.3435
ANL_012,Bass_Only,414.6002,495.6272,2.2336,0.9884,0.0613,0.9235
ANL_012,Analog_Bass_Static,414.6002,495.6272,2.2336,0.9884,0.0613,0.9235
ANL_012,Analog_Bass_Adaptive,414.6002,495.6272,2.2336,0.9884,0.0613,0.9235
ANL_013,Naive,13760.3333,17143.7117,45.7069,-1.8109,1.0,-13760.3333
ANL_013,ARIMA,14937.6662,18015.7241,48.8231,-2.1041,1.0856,-14937.6662
ANL_013,Analog_Only,3748.5292,4474.1004,11.802,0.8086,0.2724,-2212.0344
ANL_013,Bass_Only,1406.8855,1596.1568,3.5336,0.9756,0.1022,1.5025
ANL_013,Analog_Bass_Static,1406.8857,1596.1568,3.5336,0.9756,0.1022,1.5025
ANL_013,Analog_Bass_Adaptive,1406.8857,1596.1568,3.5336,0.9756,0.1022,1.5025
ANL_014,Naive,3112.5,3929.047,39.5998,-1.6849,1.0,-3112.5
ANL_014,ARIMA,3185.4813,3985.0764,40.37,-1.762,1.0234,-3185.4813
ANL_014,Analog_Only,1810.2457,2297.6018,23.0391,0.0819,0.5816,-1692.1984
ANL_014,Bass_Only,440.975,464.688,4.7587,0.9624,0.1417,1.8554
ANL_014,Analog_Bass_Static,440.975,464.688,4.7587,0.9624,0.1417,1.8554
ANL_014,Analog_Bass_Adaptive,440.975,464.688,4.7587,0.9624,0.1417,1.8554
ANL_015,Naive,13914.6667,16679.3694,13.146,-2.2891,1.0,-13914.6667
ANL_015,ARIMA,14253.931,16961.8858,13.4499,-2.4014,1.0244,-14253.931
ANL_015,Analog_Only,1225.2171,1557.6785,1.1452,0.9713,0.0881,-281.8408
ANL_015,Bass_Only,1800.0946,2200.6022,1.5751,0.9427,0.1294,0.0468
ANL_015,Analog_Bass_Static,1800.0987,2200.6022,1.5751,0.9427,0.1294,0.0441
ANL_015,Analog_Bass_Adaptive,1800.0987,2200.6022,1.5751,0.9427,0.1294,0.0441
ANL_016,Naive,4612.3333,5779.8618,6.603,-0.0771,1.0,-1546.3333
ANL_016,ARIMA,4612.9256,5745.6445,6.5918,-0.0644,1.0001,-1409.8295
ANL_016,Analog_Only,7542.6415,8862.6778,10.1339,-1.5325,1.6353,7542.6415
ANL_016,Bass_Only,2323.2837,2587.4158,3.1941,0.7842,0.5037,1.872
ANL_016,Analog_Bass_Static,2323.2921,2587.4158,3.1941,0.7842,0.5037,1.8971
ANL_016,Analog_Bass_Adaptive,2323.2921,2587.4158,3.1941,0.7842,0.5037,1.8971
ANL_017,Naive,7657.3333,8596.3621,23.8236,-3.8417,1.0,-7657.3333
ANL_017,ARIMA,9225.4985,9992.98,28.4286,-5.5427,1.2048,-9225.4985
ANL_017,Analog_Only,1928.0176,2624.3193,5.6491,0.5488,0.2518,-475.9835
ANL_017,Bass_Only,1937.0301,2143.2604,5.4946,0.699,0.253,4.0888
ANL_017,Analog_Bass_Static,1934.1103,2140.6178,5.4871,0.6998,0.2526,4.0879
ANL_017,Analog_Bass_Adaptive,1934.1103,2140.6178,5.4871,0.6998,0.2526,4.0879
ANL_018,Naive,5961.3333,7152.2448,25.7286,-2.2755,1.0,-5961.3333
ANL_018,ARIMA,5988.5639,7174.9107,25.8357,-2.2963,1.0046,-5988.5639
ANL_018,Analog_Only,899.4585,1350.7131,3.8288,0.8832,0.1509,-789.3046
ANL_018,Bass_Only,1020.355,1215.3867,4.0889,0.9054,0.1712,3.1766
ANL_018,Analog_Bass_Static,1016.0395,1212.6244,4.0717,0.9058,0.1704,3.0721
ANL_018,Analog_Bass_Adaptive,1016.0395,1212.6244,4.0717,0.9058,0.1704,3.0721
ANL_019,Naive,26545.8333,30660.5133,49.2019,-2.9937,1.0,-26545.8333
ANL_019,ARIMA,29072.8808,32841.0629,53.3189,-3.582,1.0952,-29072.8808
ANL_019,Analog_Only,14590.7509,16561.2027,26.6964,-0.1652,0.5496,-14590.7509
ANL_019,Bass_Only,2576.2722,2828.9597,4.0846,0.966,0.097,25.3849
ANL_019,Analog_Bass_Static,2567.5733,2821.9542,4.0706,0.9662,0.0967,24.9437
ANL_019,Analog_Bass_Adaptive,2567.5733,2821.9542,4.0706,0.9662,0.0967,24.9437
ANL_020,Naive,4126.3333,5306.605,6.6519,-0.6244,1.0,-3290.0
ANL_020,ARIMA,4130.2731,5313.933,6.6588,-0.6289,1.001,-3301.7913
ANL_020,Analog_Only,9086.9333,10248.6831,14.2024,-5.0588,2.2022,9086.9333
ANL_020,Bass_Only,2147.9555,2336.8656,3.2951,0.685,0.5205,0.1677
ANL_020,Analog_Bass_Static,2147.9552,2336.8656,3.2951,0.685,0.5205,0.1805
ANL_020,Analog_Bass_Adaptive,2147.9552,2336.8656,3.2951,0.685,0.5205,0.1805
ANL_021,Naive,22075.3333,26682.9242,26.8011,-2.1692,1.0,-22075.3333
ANL_021,ARIMA,22939.505,27388.5678,27.7434,-2.339,1.0391,-22939.505
ANL_021,Analog_Only,9739.0849,11509.0491,11.6406,0.4104,0.4412,-9739.0849
ANL_021,Bass_Only,1690.3641,1900.8422,1.7938,0.9839,0.0766,0.5157
ANL_021,Analog_Bass_Static,1690.364,1900.8422,1.7938,0.9839,0.0766,0.5231
ANL_021,Analog_Bass_Adaptive,1690.364,1900.8422,1.7938,0.9839,0.0766,0.5231
ANL_022,Naive,5815.6667,7358.9896,9.0628,-1.6634,1.0,-5815.6667
ANL_022,ARIMA,6239.2904,7692.9539,9.6891,-1.9107,1.0728,-6239.2904
ANL_022,Analog_Only,2254.3336,2874.7347,3.3834,0.5936,0.3876,1903.3528
ANL_022,Bass_Only,1513.8906,1887.2396,2.1675,0.8248,0.2603,-0.0987
ANL_022,Analog_Bass_Static,1513.8902,1887.2396,2.1675,0.8248,0.2603,-0.0987
ANL_022,Analog_Bass_Adaptive,1513.8902,1887.2396,2.1675,0.8248,0.2603,-0.0987
ANL_023,Naive,6033.3333,7537.8493,10.0438,-1.7828,1.0,-6033.3333
ANL_023,ARIMA,6241.968,7704.1018,10.373,-1.9069,1.0346,-6241.968
ANL_023,Analog_Only,3383.2631,3812.9772,5.4522,0.2879,0.5608,2461.1618
ANL_023,Bass_Only,897.7715,1121.3939,1.3764,0.9384,0.1488,0.0913
ANL_023,Analog_Bass_Static,897.7717,1121.3939,1.3764,0.9384,0.1488,0.0913
ANL_023,Analog_Bass_Adaptive,897.7717,1121.3939,1.3764,0.9384,0.1488,0.0913
ANL_024,Naive,20114.0,23823.1443,77.182,-2.4825,1.0,-20114.0
ANL_024,ARIMA,24443.3516,27348.7026,90.2652,-3.5895,1.2152,-24443.3516
ANL_024,Analog_Only,10488.3912,12607.3076,40.2957,0.0247,0.5214,-10488.3912
ANL_024,Bass_Only,1295.6678,1434.1581,4.0548,0.9874,0.0644,12.6719
ANL_024,Analog_Bass_Static,1295.6612,1434.1581,4.0547,0.9874,0.0644,12.6856
ANL_024,Analog_Bass_Adaptive,1295.6612,1434.1581,4.0547,0.9874,0.0644,12.6856
ANL_025,Naive,21332.8333,26239.5182,50.6422,-1.9496,1.0,-21332.8333
ANL_025,ARIMA,23194.449,27681.4909,54.2169,-2.2827,1.0873,-23194.449
ANL_025,Analog_Only,8352.9234,9992.4221,19.4481,0.5722,0.3916,-7480.5493
ANL_025,Bass_Only,1619.6629,1833.5977,2.9671,0.9856,0.0759,12.1356
ANL_025,Analog_Bass_Static,1619.664,1833.5977,2.9671,0.9856,0.0759,12.1354
ANL_025,Analog_Bass_Adaptive,1619.664,1833.5977,2.9671,0.9856,0.0759,12.1354
ANL_026,Naive,2444.8333,2955.3389,12.4535,-2.1682,1.0,-2444.8333
ANL_026,ARIMA,2520.0235,3017.1943,12.8166,-2.3022,1.0308,-2520.0235
ANL_026,Analog_Only,560.6128,820.2471,2.8627,0.7559,0.2293,560.6128
ANL_026,Bass_Only,276.2217,340.1878,1.3875,0.958,0.113,0.341
ANL_026,Analog_Bass_Static,276.4321,339.3168,1.3876,0.9582,0.1131,0.3309
ANL_026,Analog_Bass_Adaptive,276.4321,339.3168,1.3876,0.9582,0.1131,0.3309
ANL_027,Naive,5863.1667,7043.6827,12.513,-2.2562,1.0,-5863.1667
ANL_027,ARIMA,6484.8528,7557.2392,13.7681,-2.7483,1.106,-6484.8528
ANL_027,Analog_Only,2114.0364,2618.365,4.3777,0.55,0.3606,1636.3914
ANL_027,Bass_Only,1173.6201,1258.0743,2.3505,0.8961,0.2002,-0.411
ANL_027,Analog_Bass_Static,1173.6201,1258.0743,2.3505,0.8961,0.2002,-0.411
ANL_027,Analog_Bass_Adaptive,1173.6201,1258.0743,2.3505,0.8961,0.2002,-0.411
ANL_028,Naive,18382.3333,20812.8859,13.9433,-3.547,1.0,-18382.3333
ANL_028,ARIMA,18942.1058,21306.7221,14.3529,-3.7654,1.0305,-18942.1058
ANL_028,Analog_Only,6218.0597,8882.98,4.7961,0.1717,0.3383,4242.2661
ANL_028,Bass_Only,2908.9758,3437.759,2.0832,0.8759,0.1582,4.2414
ANL_028,Analog_Bass_Static,2910.4329,3440.7645,2.0842,0.8757,0.1583,4.2542
ANL_028,Analog_Bass_Adaptive,2910.4329,3440.7645,2.0842,0.8757,0.1583,4.2542
ANL_029,Naive,5078.1667,6089.854,12.1038,-2.2824,1.0,-5078.1667
ANL_029,ARIMA,5119.2487,6124.0274,12.1971,-2.3193,1.0081,-5119.2487
ANL_029,Analog_Only,1726.3763,2239.2847,4.0403,0.5562,0.34,1681.6974
ANL_029,Bass_Only,688.2355,788.3369,1.587,0.945,0.1355,1.2924
ANL_029,Analog_Bass_Static,687.1642,787.4992,1.5846,0.9451,0.1353,1.2869
ANL_029,Analog_Bass_Adaptive,687.1642,787.4992,1.5846,0.9451,0.1353,1.2869
ANL_030,Naive,18764.0,21594.688,26.4691,-3.0819,1.0,-18764.0
ANL_030,ARIMA,18505.5466,21258.6012,26.0943,-2.9559,0.9862,-18377.3532
ANL_030,Analog_Only,5920.7249,6976.7331,8.2319,0.5739,0.3155,-5920.7249
ANL_030,Bass_Only,3206.1305,3302.0851,4.3101,0.9046,0.1709,15.0583
ANL_030,Analog_Bass_Static,3204.5833,3300.4028,4.3082,0.9047,0.1708,15.032
ANL_030,Analog_Bass_Adaptive,3204.5833,3300.4028,4.3082,0.9047,0.1708,15.032
ANL_031,Naive,3796.1667,4407.5598,14.2555,-2.8732,1.0,-3796.1667
ANL_031,ARIMA,3807.0313,4416.9178,14.2945,-2.8896,1.0029,-3807.0313
ANL_031,Analog_Only,781.7772,1370.0771,2.8522,0.6258,0.2059,-762.4821
ANL_031,Bass_Only,821.15,1013.4147,2.8618,0.7952,0.2163,0.3292
ANL_031,Analog_Bass_Static,819.9907,1013.0757,2.8576,0.7954,0.216,0.3246
ANL_031,Analog_Bass_Adaptive,819.9907,1013.0757,2.8576,0.7954,0.216,0.3246
ANL_032,Naive,1464.6667,1646.2236,12.6564,-3.7982,1.0,-1464.6667
ANL_032,ARIMA,1765.8879,1913.8312,15.1739,-5.485,1.2057,-1765.8879
ANL_032,Analog_Only,355.9721,523.2949,3.003,0.5152,0.243,-222.0799
ANL_032,Bass_Only,215.0132,294.7619,1.7379,0.8462,0.1468,0.1871
ANL_032,Analog_Bass_Static,214.5683,294.3287,1.7346,0.8466,0.1465,0.1862
ANL_032,Analog_Bass_Adaptive,214.5683,294.3287,1.7346,0.8466,0.1465,0.1862
ANL_033,Naive,18513.3333,22122.8437,24.4746,-2.3367,1.0,-18513.3333
ANL_033,ARIMA,21307.1779,24439.3511,27.8137,-3.0721,1.1509,-21307.1779
ANL_033,Analog_Only,4146.7775,5795.5944,5.2212,0.771,0.224,-3638.3947
ANL_033,Bass_Only,2962.6688,3365.6884,3.4192,0.9228,0.16,-3.1848
ANL_033,Analog_Bass_Static,2962.6691,3365.6884,3.4192,0.9228,0.16,-3.185
ANL_033,Analog_Bass_Adaptive,2962.6691,3365.6884,3.4192,0.9228,0.16,-3.185
ANL_034,Naive,14840.5,18101.4124,9.7955,-0.8111,1.0,-12113.8333
ANL_034,ARIMA,14517.8037,17464.4462,9.5532,-0.6859,0.9783,-11102.2528
ANL_034,Analog_Only,13127.4887,15553.3703,8.3189,-0.3371,0.8846,13127.4887
ANL_034,Bass_Only,5210.9509,5761.9294,3.1762,0.8165,0.3511,0.2188
ANL_034,Analog_Bass_Static,5210.9579,5761.9294,3.1762,0.8165,0.3511,0.2193
ANL_034,Analog_Bass_Adaptive,5210.9579,5761.9294,3.1762,0.8165,0.3511,0.2193
ANL_035,Naive,17284.1667,20553.6073,56.0734,-2.4149,1.0,-17284.1667
ANL_035,ARIMA,20718.1276,23355.569,65.2441,-3.4094,1.1987,-20718.1276
ANL_035,Analog_Only,8045.402,9822.1464,26.3469,0.2201,0.4655,-8045.402
ANL_035,Bass_Only,1326.0823,1695.0278,3.8208,0.9768,0.0767,6.6344
ANL_035,Analog_Bass_Static,1330.5137,1693.7989,3.8107,0.9768,0.077,5.4312
ANL_035,Analog_Bass_Adaptive,1330.5137,1693.7989,3.8107,0.9768,0.077,5.4312
