drug_id,month,rx,rx_pct_of_peak
ANL_006,3,31769.0,0.3176328260913004
ANL_006,4,34286.0,0.34279829630666137
ANL_006,5,31745.0,0.3173928692835258
ANL_006,6,37635.0,0.37628226919154173
ANL_006,7,35578.0,0.3557159711251939
ANL_006,8,41468.0,0.4146053710332099
ANL_006,9,44449.0,0.4444100061988797
ANL_006,10,42746.0,0.4273830710472072
ANL_006,11,48130.0,0.4812133815913087
ANL_006,12,49897.0,0.49888020156371354
ANL_006,13,48673.0,0.486642404367209
ANL_006,14,49627.0,0.49618068747624927
ANL_006,15,56204.0,0.5619388510068132
ANL_006,16,57520.0,0.5750964826331203
ANL_006,17,57623.0,0.5761262972664862
ANL_006,18,60255.0,0.6024415605191005
ANL_006,19,56768.0,0.5675778359895162
ANL_006,20,64711.0,0.6469935411625842
ANL_006,21,67729.0,0.67716810974024
ANL_006,22,70641.0,0.7062828690835579
ANL_006,23,71049.0,0.7103621348157261
ANL_006,24,75907.0,0.7589333919894343
ANL_006,25,73556.0,0.7354276230278476
ANL_006,26,72094.0,0.720810254154245
ANL_006,27,81952.0,0.8193725129476612
ANL_006,28,84310.0,0.8429482693115155
ANL_006,29,77603.0,0.7758903397388393
ANL_006,30,78168.0,0.7815393229218662
ANL_006,31,85409.0,0.8539362914675273
ANL_006,32,87084.0,0.8706832770101295
ANL_006,33,88919.0,0.8890299746045622
ANL_006,34,88901.0,0.8888500069987313
ANL_006,35,100018.0,0.99999999999999
ANL_006,36,97277.0,0.9725949329120661
ANL_007,1,12282.0,0.05121874934840155
ANL_007,2,16452.0,0.06860860318188425
ANL_007,3,17877.0,0.07455117913217509
ANL_007,4,21083.0,0.08792093246314524
ANL_007,5,25568.0,0.1066244083487975
ANL_007,6,30049.0,0.12531120331950155
ANL_007,7,34007.0,0.14181696866073046
ANL_007,8,41702.0,0.17390687879230105
ANL_007,9,45502.0,0.18975374799307665
ANL_007,10,51720.0,0.21568423028002998
ANL_007,11,59731.0,0.24909193269250715
ANL_007,12,67302.0,0.280664734460684
ANL_007,13,73097.0,0.3048312099918668
ANL_007,14,81826.0,0.3412331366375432
ANL_007,15,98256.0,0.4097499947872124
ANL_007,16,110307.0,0.4600054212973563
ANL_007,17,122122.0,0.5092766738255572
ANL_007,18,134664.0,0.5615796826455908
ANL_007,19,141113.0,0.5884734877708018
ANL_007,20,146736.0,0.6119226839592127
ANL_007,21,172106.0,0.717721387018075
ANL_007,22,169646.0,0.7074626243249413
ANL_007,23,181160.0,0.7554786380032914
ANL_007,24,178433.0,0.7441064242373664
ANL_007,25,182675.0,0.7617965345399164
ANL_007,26,194552.0,0.8113263412498142
ANL_007,27,207886.0,0.8669321712295883
ANL_007,28,203407.0,0.8482537167163584
ANL_007,29,202729.0,0.8454263016326411
ANL_007,30,209672.0,0.8743801997539529
ANL_007,31,233006.0,0.9716883171041891
ANL_007,32,221517.0,0.9237765591442653
ANL_007,33,229638.0,0.9576429867178176
ANL_007,34,211043.0,0.8800975833524433
ANL_007,35,217319.0,0.9062699389061453
ANL_007,36,239795.0,0.9999999999999959
ANL_008,1,25050.0,0.06046897856911795
ANL_008,2,26625.0,0.06427092033543974
ANL_008,3,30818.0,0.07439253419333641
ANL_008,4,40447.0,0.0976362784904237
ANL_008,5,40267.0,0.09720177085998692
ANL_008,6,53024.0,0.1279962922015533
ANL_008,7,66142.0,0.15966224273527344
ANL_008,8,69805.0,0.16850447301466182
ANL_008,9,86808.0,0.2095485465719757
ANL_008,10,99156.0,0.2393557700199385
ANL_008,11,112639.0,0.2719028054709332
ANL_008,12,131028.0,0.31629258778261027
ANL_008,13,144141.0,0.34794646865992934
ANL_008,14,168207.0,0.40604013884932627
ANL_008,15,169737.0,0.4097334537080389
ANL_008,16,198982.0,0.48032887399761387
ANL_008,17,225395.0,0.5440880409016503
ANL_008,18,260282.0,0.628302861474138
ANL_008,19,243149.0,0.5869449768503976
ANL_008,20,268040.0,0.6470301403459631
ANL_008,21,292835.0,0.7068835664386289
ANL_008,22,312994.0,0.7555460071162676
ANL_008,23,333800.0,0.8057702613321984
ANL_008,24,316125.0,0.7631040259545873
ANL_008,25,348621.0,0.8415471368361065
ANL_008,26,351106.0,0.8475457560674142
ANL_008,27,386113.0,0.9320502483935265
ANL_008,28,392449.0,0.947344916984901
ANL_008,29,386474.0,0.9329216775856802
ANL_008,30,379510.0,0.9161110601503375
ANL_008,31,391087.0,0.9440571425812627
ANL_008,32,392153.0,0.9466303933259606
ANL_008,33,391814.0,0.9458120706219713
ANL_008,34,414262.0,0.9999999999999976
ANL_008,35,413711.0,0.9986699238646051
ANL_008,36,410842.0,0.9917443550216989
ANL_009,1,17036.0,0.2828678643775067
ANL_009,2,18775.0,0.31174243682130126
ANL_009,3,18566.0,0.3082721748082173
ANL_009,4,20367.0,0.33817620296881185
ANL_009,5,21438.0,0.35595922027030924
ANL_009,6,23381.0,0.38822103410486525
ANL_009,7,23127.0,0.38400358649087796
ANL_009,8,24436.0,0.40573838541493035
ANL_009,9,24269.0,0.40296549662935605
ANL_009,10,26244.0,0.4357586424467766
ANL_009,11,26155.0,0.4342808753694346
ANL_009,12,28556.0,0.4741473782087392
ANL_009,13,30018.0,0.49842260817586265
ANL_009,14,31430.0,0.5218676319197603
ANL_009,15,32156.0,0.5339222262809994
ANL_009,16,33721.0,0.5599076810679681
ANL_009,17,32945.0,0.547022880483503
ANL_009,18,33902.0,0.5629130275960456
ANL_009,19,38549.0,0.6400723939826547
ANL_009,20,37038.0,0.61498356191677
ANL_009,21,39535.0,0.6564440607046682
ANL_009,22,40110.0,0.6659914322717653
ANL_009,23,41430.0,0.6879088765649274
ANL_009,24,40789.0,0.6772656327831721
ANL_009,25,45070.0,0.7483478896157681
ANL_009,26,42392.0,0.7038820442997924
ANL_009,27,45666.0,0.7582439477966202
ANL_009,28,45946.0,0.7628931026466849
ANL_009,29,49057.0,0.8145485338557963
ANL_009,30,50746.0,0.842592900076365
ANL_009,31,51572.0,0.8563079068840558
ANL_009,32,54799.0,0.9098894165310513
ANL_009,33,53326.0,0.8854315411948182
ANL_009,34,56260.0,0.9341480423737102
ANL_009,35,54278.0,0.901238667685038
ANL_009,36,60226.0,0.9999999999999835
ANL_010,1,10853.0,0.1273646904191883
ANL_010,2,11612.0,0.13627188658874176
ANL_010,3,14223.0,0.16691311082945867
ANL_010,4,15321.0,0.17979861991268623
ANL_010,5,14124.0,0.16575130263342996
ANL_010,6,17286.0,0.2028587522884077
ANL_010,7,20008.0,0.23480260996103558
ANL_010,8,21132.0,0.24799324038867473
ANL_010,9,22684.0,0.26620663756278146
ANL_010,10,22997.0,0.26987982913204395
ANL_010,11,25647.0,0.30097873538937825
ANL_010,12,27406.0,0.3216213678824541
ANL_010,13,28846.0,0.3385203961883263
ANL_010,14,31655.0,0.37148523682110063
ANL_010,15,32643.0,0.3830798479087407
ANL_010,16,33354.0,0.39142374313476513
ANL_010,17,36452.0,0.4277801248650374
ANL_010,18,38826.0,0.4556400506970795
ANL_010,19,43614.0,0.5118293198141046
ANL_010,20,47138.0,0.5531849974181975
ANL_010,21,49052.0,0.5756466225414193
ANL_010,22,49343.0,0.5790616345115643
ANL_010,23,55270.0,0.6486175656010814
ANL_010,24,57987.0,0.6805027460920917
ANL_010,25,57238.0,0.6717129042857735
ANL_010,26,62190.0,0.7298267849598562
ANL_010,27,60110.0,0.7054170774069297
ANL_010,28,60633.0,0.7115547106041319
ANL_010,29,66472.0,0.780077923297179
ANL_010,30,69031.0,0.8101089048490727
ANL_010,31,70542.0,0.827841149133915
ANL_010,32,75249.0,0.8830798479087348
ANL_010,33,73060.0,0.8573909777965444
ANL_010,34,73953.0,0.8678707224334499
ANL_010,35,77876.0,0.9139088391306281
ANL_010,36,85212.0,0.9999999999999882
ANL_011,1,16400.0,0.13760582643206434
ANL_011,2,17716.0,0.14864785494332025
ANL_011,3,20415.0,0.17129408211040206
ANL_011,4,20749.0,0.17409654223407947
ANL_011,5,22512.0,0.1888891685755264
ANL_011,6,26932.0,0.22597561691880227
ANL_011,7,28718.0,0.24096122704122097
ANL_011,8,30057.0,0.2521962393334487
ANL_011,9,30802.0,0.2584472357171004
ANL_011,10,35089.0,0.2944177343704089
ANL_011,11,39149.0,0.32848356701151754
ANL_011,12,39284.0,0.32961629789983027
ANL_011,13,44068.0,0.36975692434196417
ANL_011,14,48282.0,0.4051149092556665
ANL_011,15,49466.0,0.4150493786761278
ANL_011,16,51937.0,0.43578254923183696
ANL_011,17,53642.0,0.45008852082126805
ANL_011,18,59280.0,0.49739471895687654
ANL_011,19,61616.0,0.516995158624273
ANL_011,20,65154.0,0.5466810984972391
ANL_011,21,67089.0,0.5629169078963882
ANL_011,22,78299.0,0.6569755246222078
ANL_011,23,78137.0,0.6556162475562325
ANL_011,24,81913.0,0.687299150032298
ANL_011,25,86946.0,0.729529035668431
ANL_011,26,90370.0,0.7582584472357107
ANL_011,27,94422.0,0.7922571550834379
ANL_011,28,99627.0,0.8359302237772729
ANL_011,29,100450.0,0.8428356868963942
ANL_011,30,108719.0,0.9122175514553418
ANL_011,31,98356.0,0.8252657722287879
ANL_011,32,105951.0,0.8889923729453445
ANL_011,33,117496.0,0.9858618403940143
ANL_011,34,114993.0,0.964860170664779
ANL_011,35,110896.0,0.930483885854281
ANL_011,36,119181.0,0.9999999999999916
ANL_012,1,90061.0,0.13907101715591633
ANL_012,2,94506.0,0.1459349279636805
ANL_012,3,103859.0,0.1603777081177903
ANL_012,4,117731.0,0.18179866891088467
ANL_012,5,125283.0,0.19346036844299602
ANL_012,6,141243.0,0.2181055915007949
ANL_012,7,141533.0,0.21855340570422607
ANL_012,8,155428.0,0.24000988279621327
ANL_012,9,167373.0,0.25845519541685286
ANL_012,10,186895.0,0.2886008122423133
ANL_012,11,202568.0,0.3128028536574062
ANL_012,12,217849.0,0.33639957380441277
ANL_012,13,221163.0,0.3415170092187953
ANL_012,14,269112.0,0.41555922728887035
ANL_012,15,259130.0,0.4001451535693874
ANL_012,16,280683.0,0.43342701400577455
ANL_012,17,301845.0,0.4661050973609838
ANL_012,18,312799.0,0.48302012075541545
ANL_012,19,339539.0,0.5243116786855873
ANL_012,20,347546.0,0.5366759832610131
ANL_012,21,348017.0,0.5374032952948616
ANL_012,22,412786.0,0.6374187371639453
ANL_012,23,421052.0,0.6501829861486423
ANL_012,24,473235.0,0.7307632915888127
ANL_012,25,476480.0,0.7357741781065168
ANL_012,26,484188.0,0.747676770796336
ANL_012,27,496628.0,0.7668864559366253
ANL_012,28,515862.0,0.7965873469324715
ANL_012,29,550366.0,0.8498679720193318
ANL_012,30,554287.0,0.8559227288871031
ANL_012,31,547146.0,0.8448956901743373
ANL_012,32,553334.0,0.8544511187634137
ANL_012,33,617940.0,0.9542148581664309
ANL_012,34,647590.0,0.9999999999999983
ANL_012,35,625972.0,0.9666177674145663
ANL_012,36,647569.0,0.9999675720749224
ANL_013,1,50213.0,0.3211432810811136
ANL_013,2,50289.0,0.3216293482223353
ANL_013,3,51642.0,0.33028262246013723
ANL_013,4,57950.0,0.37062619518153733
ANL_013,5,62079.0,0.39703371131448933
ANL_013,6,62110.0,0.39723197554314554
ANL_013,7,64705.0,0.4138286101677545
ANL_013,8,64707.0,0.413841401408313
ANL_013,9,69699.0,0.4457683378422428
ANL_013,10,75432.0,0.48243442890308413
ANL_013,11,76988.0,0.49238601405757026
ANL_013,12,88710.0,0.5673554749707365
ANL_013,13,83015.0,0.530932417480506
ANL_013,14,89508.0,0.5724591799535642
ANL_013,15,82681.0,0.5287962803072422
ANL_013,16,91881.0,0.5876359868761835
ANL_013,17,105692.0,0.6759658985526669
ANL_013,18,100589.0,0.6433290482677422
ANL_013,19,94271.0,0.6029215193435498
ANL_013,20,108650.0,0.6948841433386374
ANL_013,21,109770.0,0.7020472380513779
ANL_013,22,115135.0,0.7363597408494617
ANL_013,23,120498.0,0.7706594524069869
ANL_013,24,107855.0,0.6897996252166473
ANL_013,25,118767.0,0.7595886337036349
ANL_013,26,124196.0,0.7943104561995895
ANL_013,27,129684.0,0.8294096202920188
ANL_013,28,125186.0,0.8006421202760299
ANL_013,29,135529.0,0.8667920208241341
ANL_013,30,141973.0,0.90800539790351
ANL_013,31,144375.0,0.923367677814227
ANL_013,32,145038.0,0.9276079740593582
ANL_013,33,140444.0,0.8982264944965631
ANL_013,34,156357.0,0.9999999999999937
ANL_013,35,145424.0,0.9300766834871421
ANL_013,36,155815.0,0.9965335738086495
ANL_014,1,3130.0,0.0987163717790993
ANL_014,2,3651.0,0.11514807455766501
ANL_014,3,4277.0,0.13489134891348487
ANL_014,4,4625.0,0.14586684328381286
ANL_014,5,4776.0,0.15062919859967355
ANL_014,6,5646.0,0.1780679345254935
ANL_014,7,6242.0,0.19686504557352644
ANL_014,8,6146.0,0.1938373229886084
ANL_014,9,7251.0,0.22868767149209232
ANL_014,10,8266.0,0.2606995300722156
ANL_014,11,9322.0,0.2940044785063142
ANL_014,12,9790.0,0.3087646261077898
ANL_014,13,11062.0,0.3488819503579541
ANL_014,14,11999.0,0.3784337843378314
ANL_014,15,13480.0,0.42514271296557776
ANL_014,16,13228.0,0.41719494118016787
ANL_014,17,14665.0,0.4625161636231601
ANL_014,18,16185.0,0.5104551045510294
ANL_014,19,17339.0,0.5468508531238986
ANL_014,20,18203.0,0.5741003563881611
ANL_014,21,20307.0,0.6404579430409487
ANL_014,22,19923.0,0.6283470527012764
ANL_014,23,21146.0,0.6669189768820555
ANL_014,24,22610.0,0.7130917463020559
ANL_014,25,24579.0,0.7751915980698024
ANL_014,26,23939.0,0.7550067808370153
ANL_014,27,26548.0,0.8372914498375489
ANL_014,28,26997.0,0.851452360677426
ANL_014,29,26959.0,0.8502538871542293
ANL_014,30,26294.0,0.8292806004982866
ANL_014,31,28994.0,0.914435298199107
ANL_014,32,31298.0,0.9871006402371405
ANL_014,33,31509.0,0.993755322168575
ANL_014,34,31113.0,0.9812659665057879
ANL_014,35,31707.0,0.9999999999999685
ANL_014,36,30253.0,0.9541426183492303
ANL_015,1,92398.0,0.3255961463241009
ANL_015,2,89790.0,0.3164059609346633
ANL_015,3,95255.0,0.33566376889220795
ANL_015,4,103060.0,0.363167372022791
ANL_015,5,107776.0,0.37978582075614514
ANL_015,6,114704.0,0.4041990126188843
ANL_015,7,125304.0,0.4415517599839297
ANL_015,8,116180.0,0.40940020649726233
ANL_015,9,136728.0,0.4818081548799938
ANL_015,10,127574.0,0.4495508860705951
ANL_015,11,145511.0,0.512758077531616
ANL_015,12,146969.0,0.5178958422163552
ANL_015,13,138584.0,0.4883484095129678
ANL_015,14,149301.0,0.5261134466366651
ANL_015,15,155262.0,0.5471190812633667
ANL_015,16,162031.0,0.5709719819156301
ANL_015,17,171756.0,0.6052413657010138
ANL_015,18,183910.0,0.6480701667835386
ANL_015,19,193555.0,0.6820576430416389
ANL_015,20,186883.0,0.6585465552662065
ANL_015,21,196714.0,0.6931894665252406
ANL_015,22,199207.0,0.7019744098442084
ANL_015,23,199605.0,0.7033768997924431
ANL_015,24,210394.0,0.7413956536906955
ANL_015,25,230489.0,0.812207300700185
ANL_015,26,221675.0,0.7811481388817406
ANL_015,27,233802.0,0.8238817961738072
ANL_015,28,237140.0,0.8356443877497055
ANL_015,29,227278.0,0.8008922373238491
ANL_015,30,251302.0,0.8855490677670427
ANL_015,31,273006.0,0.9620305799190187
ANL_015,32,264348.0,0.9315211377787769
ANL_015,33,256251.0,0.9029885721736096
ANL_015,34,256645.0,0.9043769667454802
ANL_015,35,271785.0,0.9577279662838564
ANL_015,36,283781.0,0.9999999999999966
ANL_016,1,33323.0,0.05206295738471241
ANL_016,2,40439.0,0.06318080405967005
ANL_016,3,48813.0,0.07626411604057158
ANL_016,4,57493.0,0.08982551417697297
ANL_016,5,68334.0,0.10676320048996002
ANL_016,6,87000.0,0.13592645597545178
ANL_016,7,103655.0,0.16194777924293624
ANL_016,8,120378.0,0.18807534387830957
ANL_016,9,143033.0,0.22347090548892865
ANL_016,10,169655.0,0.2650644010174169
ANL_016,11,186890.0,0.29199190065807107
ANL_016,12,227507.0,0.3554508071219208
ANL_016,13,267099.0,0.41730828120215163
ANL_016,14,278053.0,0.43442251567060103
ANL_016,15,316897.0,0.4951113347040545
ANL_016,16,346990.0,0.5421278271140461
ANL_016,17,403454.0,0.6303456594151715
ANL_016,18,400936.0,0.6264116040571693
ANL_016,19,440698.0,0.6885346815571224
ANL_016,20,506761.0,0.7917497328342059
ANL_016,21,481220.0,0.7518451625805391
ANL_016,22,490869.0,0.7669205002093568
ANL_016,23,519086.0,0.8110059807640616
ANL_016,24,502541.0,0.7851565185328679
ANL_016,25,546765.0,0.8542509046139987
ANL_016,26,562570.0,0.8789442107828724
ANL_016,27,594747.0,0.9292166886440462
ANL_016,28,580151.0,0.9064122915013141
ANL_016,29,583010.0,0.9108791160718177
ANL_016,30,640045.0,0.999989063388598
ANL_016,31,586286.0,0.9159974502071692
ANL_016,32,636397.0,0.9942895264759722
ANL_016,33,620027.0,0.9687134795297866
ANL_016,34,640052.0,0.9999999999999983
ANL_016,35,632798.0,0.9886665458431486
ANL_016,36,611120.0,0.9547974227094033
ANL_017,1,48212.0,0.14402863126196785
ANL_017,2,48429.0,0.14467689752314447
ANL_017,3,54036.0,0.16142726123935316
ANL_017,4,59660.0,0.1782284107916909
ANL_017,5,68227.0,0.20382148479860368
ANL_017,6,67748.0,0.20239051918061474
ANL_017,7,75176.0,0.2245809421668816
ANL_017,8,85019.0,0.25398594128559787
ANL_017,9,87352.0,0.26095555044377783
ANL_017,10,100842.0,0.30125560511323657
ANL_017,11,106822.0,0.319120269822159
ANL_017,12,109221.0,0.32628704752060467
ANL_017,13,124588.0,0.37219445597913486
ANL_017,14,135420.0,0.4045539957997114
ANL_017,15,134710.0,0.4024329402907925
ANL_017,16,157096.0,0.46930892426636733
ANL_017,17,162662.0,0.4859368044954413
ANL_017,18,164761.0,0.49220736155631556
ANL_017,19,177175.0,0.5292929715390184
ANL_017,20,190609.0,0.5694257316894639
ANL_017,21,202102.0,0.6037599443148226
ANL_017,22,228413.0,0.682361481631956
ANL_017,23,236857.0,0.7075871051774645
ANL_017,24,239582.0,0.7157277759687377
ANL_017,25,233785.0,0.6984098058487338
ANL_017,26,277634.0,0.8294044016382889
ANL_017,27,244335.0,0.7299268982699932
ANL_017,28,273866.0,0.8181478704303926
ANL_017,29,292303.0,0.8732266034134031
ANL_017,30,284730.0,0.8506030071189767
ANL_017,31,286600.0,0.8561894490931715
ANL_017,32,297904.0,0.8899590427168603
ANL_017,33,305786.0,0.9135057462679852
ANL_017,34,311136.0,0.9294883476380078
ANL_017,35,334739.0,0.999999999999997
ANL_017,36,329096.0,0.9831420898072798
ANL_018,1,27152.0,0.09316529359488575
ANL_018,2,31856.0,0.10930589248521952
ANL_018,3,36896.0,0.1265993912962914
ANL_018,4,40062.0,0.137462728049437
ANL_018,5,43952.0,0.15081028963179208
ANL_018,6,47511.0,0.16302210754222957
ANL_018,7,54684.0,0.1876344621001301
ANL_018,8,58081.0,0.19929041754878313
ANL_018,9,62212.0,0.2134649103242867
ANL_018,10,69652.0,0.23899340856920234
ANL_018,11,73345.0,0.2516650139480294
ANL_018,12,82605.0,0.28343838676360994
ANL_018,13,98289.0,0.3372541080637789
ANL_018,14,100974.0,0.3464670136803916
ANL_018,15,108483.0,0.3722322681590303
ANL_018,16,116276.0,0.3989719975706738
ANL_018,17,131770.0,0.4521357814156635
ANL_018,18,137333.0,0.47122382385336054
ANL_018,19,147304.0,0.5054368152512172
ANL_018,20,150154.0,0.5152158770789067
ANL_018,21,156709.0,0.5377077192825924
ANL_018,22,172190.0,0.5908268968806488
ANL_018,23,177426.0,0.6087929206454846
ANL_018,24,203627.0,0.6986950957147098
