drug_id,month,forecasted_sales_units
NEW_DRUG_5,15,2387
NEW_DRUG_5,16,2093
NEW_DRUG_5,17,2360
NEW_DRUG_5,18,2212
NEW_DRUG_5,19,1845
NEW_DRUG_5,20,1579
NEW_DRUG_5,21,1498
NEW_DRUG_5,22,1276
NEW_DRUG_5,23,1562
NEW_DRUG_5,24,1751
NEW_DRUG_5,25,1723
NEW_DRUG_5,26,2519
NEW_DRUG_5,27,2587
NEW_DRUG_5,28,2537
NEW_DRUG_5,29,2388
NEW_DRUG_5,30,2163
NEW_DRUG_5,31,1912
NEW_DRUG_5,32,1601
NEW_DRUG_5,33,1362
NEW_DRUG_5,34,1549
NEW_DRUG_5,35,2050
NEW_DRUG_5,36,2294
