drug_id,month,forecasted_sales_units
NEW_DRUG_3,32,3276
NEW_DRUG_3,33,3425
NEW_DRUG_3,34,3280
NEW_DRUG_3,35,3771
NEW_DRUG_3,36,3836
NEW_DRUG_4,1,6126
NEW_DRUG_4,2,6369
NEW_DRUG_4,3,6679
NEW_DRUG_4,4,7369
NEW_DRUG_4,5,7398
NEW_DRUG_4,6,7410
NEW_DRUG_4,7,7598
NEW_DRUG_4,8,8012
NEW_DRUG_4,9,8300
NEW_DRUG_4,10,8787
NEW_DRUG_4,11,8769
NEW_DRUG_4,12,9365
NEW_DRUG_4,13,9223
NEW_DRUG_4,14,9811
NEW_DRUG_4,15,10016
NEW_DRUG_4,16,10970
NEW_DRUG_4,17,10656
NEW_DRUG_4,18,11407
NEW_DRUG_4,19,11598
NEW_DRUG_4,20,11429
NEW_DRUG_4,21,11635
NEW_DRUG_4,22,11929
NEW_DRUG_4,23,12213
NEW_DRUG_4,24,12954
NEW_DRUG_4,25,13059
NEW_DRUG_4,26,13555
NEW_DRUG_4,27,13257
NEW_DRUG_4,28,13939
NEW_DRUG_4,29,14457
NEW_DRUG_4,30,13861
NEW_DRUG_4,31,14802
NEW_DRUG_4,32,14791
NEW_DRUG_4,33,15862
NEW_DRUG_4,34,15601
NEW_DRUG_4,35,16113
NEW_DRUG_4,36,16332
NEW_DRUG_5,1,3680
NEW_DRUG_5,2,3111
NEW_DRUG_5,3,3557
NEW_DRUG_5,4,3623
NEW_DRUG_5,5,4375
NEW_DRUG_5,6,4191
NEW_DRUG_5,7,3741
NEW_DRUG_5,8,4263
NEW_DRUG_5,9,3740
NEW_DRUG_5,10,4093
NEW_DRUG_5,11,4185
NEW_DRUG_5,12,3563
NEW_DRUG_5,13,5153
NEW_DRUG_5,14,4939
NEW_DRUG_5,15,4883
NEW_DRUG_5,16,5441
NEW_DRUG_5,17,4594
NEW_DRUG_5,18,4852
NEW_DRUG_5,19,5061
NEW_DRUG_5,20,5131
NEW_DRUG_5,21,5370
NEW_DRUG_5,22,5268
NEW_DRUG_5,23,5512
NEW_DRUG_5,24,5848
NEW_DRUG_5,25,6035
NEW_DRUG_5,26,5677
NEW_DRUG_5,27,5989
NEW_DRUG_5,28,6057
NEW_DRUG_5,29,6408
NEW_DRUG_5,30,6513
NEW_DRUG_5,31,6547
NEW_DRUG_5,32,6367
NEW_DRUG_5,33,6664
NEW_DRUG_5,34,6537
NEW_DRUG_5,35,6774
NEW_DRUG_5,36,6686
