drug_id,month,forecasted_sales_units
NEW_DRUG_5,4,2781
NEW_DRUG_5,5,2814
NEW_DRUG_5,6,2534
NEW_DRUG_5,7,2699
NEW_DRUG_5,8,2557
NEW_DRUG_5,9,2450
NEW_DRUG_5,10,2624
NEW_DRUG_5,11,2487
NEW_DRUG_5,12,2739
NEW_DRUG_5,13,2483
NEW_DRUG_5,14,2669
NEW_DRUG_5,15,2587
NEW_DRUG_5,16,2504
NEW_DRUG_5,17,2804
NEW_DRUG_5,18,2676
NEW_DRUG_5,19,2814
NEW_DRUG_5,20,2819
NEW_DRUG_5,21,2731
NEW_DRUG_5,22,2708
NEW_DRUG_5,23,2654
NEW_DRUG_5,24,2822
NEW_DRUG_5,25,2508
NEW_DRUG_5,26,2480
NEW_DRUG_5,27,2603
NEW_DRUG_5,28,2643
NEW_DRUG_5,29,2577
NEW_DRUG_5,30,2450
NEW_DRUG_5,31,2756
NEW_DRUG_5,32,2458
NEW_DRUG_5,33,2672
NEW_DRUG_5,34,2767
NEW_DRUG_5,35,2635
NEW_DRUG_5,36,2436
