drug_id,month,forecasted_sales_units
NEW_DRUG_2,30,103737
NEW_DRUG_2,31,105127
NEW_DRUG_2,32,104916
NEW_DRUG_2,33,104627
NEW_DRUG_2,34,104074
NEW_DRUG_2,35,105599
NEW_DRUG_2,36,104805
NEW_DRUG_3,1,4175
NEW_DRUG_3,2,3940
NEW_DRUG_3,3,4235
NEW_DRUG_3,4,4257
NEW_DRUG_3,5,4759
NEW_DRUG_3,6,4903
NEW_DRUG_3,7,6151
NEW_DRUG_3,8,6451
NEW_DRUG_3,9,7111
NEW_DRUG_3,10,7950
NEW_DRUG_3,11,9104
NEW_DRUG_3,12,10604
NEW_DRUG_3,13,12999
NEW_DRUG_3,14,16350
NEW_DRUG_3,15,18861
NEW_DRUG_3,16,23973
NEW_DRUG_3,17,28839
NEW_DRUG_3,18,36506
NEW_DRUG_3,19,44748
NEW_DRUG_3,20,51651
NEW_DRUG_3,21,59714
NEW_DRUG_3,22,68405
NEW_DRUG_3,23,77924
NEW_DRUG_3,24,84591
NEW_DRUG_3,25,91215
NEW_DRUG_3,26,97117
NEW_DRUG_3,27,101826
NEW_DRUG_3,28,104162
NEW_DRUG_3,29,107602
NEW_DRUG_3,30,110974
NEW_DRUG_3,31,111298
NEW_DRUG_3,32,114321
NEW_DRUG_3,33,114307
NEW_DRUG_3,34,115575
NEW_DRUG_3,35,114795
NEW_DRUG_3,36,115316
NEW_DRUG_4,1,3685
NEW_DRUG_4,2,4459
NEW_DRUG_4,3,4417
NEW_DRUG_4,4,5255
NEW_DRUG_4,5,4901
NEW_DRUG_4,6,4567
NEW_DRUG_4,7,4721
NEW_DRUG_4,8,6639
NEW_DRUG_4,9,7344
NEW_DRUG_4,10,8695
NEW_DRUG_4,11,9553
NEW_DRUG_4,12,12350
NEW_DRUG_4,13,13949
NEW_DRUG_4,14,17908
NEW_DRUG_4,15,21404
NEW_DRUG_4,16,25126
NEW_DRUG_4,17,32131
NEW_DRUG_4,18,38809
NEW_DRUG_4,19,46182
NEW_DRUG_4,20,55175
NEW_DRUG_4,21,64209
NEW_DRUG_4,22,74211
NEW_DRUG_4,23,84251
NEW_DRUG_4,24,93172
NEW_DRUG_4,25,101868
NEW_DRUG_4,26,109888
NEW_DRUG_4,27,116595
NEW_DRUG_4,28,123129
NEW_DRUG_4,29,126359
NEW_DRUG_4,30,132075
NEW_DRUG_4,31,133849
NEW_DRUG_4,32,136580
NEW_DRUG_4,33,139278
NEW_DRUG_4,34,140385
NEW_DRUG_4,35,141222
NEW_DRUG_4,36,142509
NEW_DRUG_5,1,4966
NEW_DRUG_5,2,4907
NEW_DRUG_5,3,6534
NEW_DRUG_5,4,5963
NEW_DRUG_5,5,6671
NEW_DRUG_5,6,7817
NEW_DRUG_5,7,8654
NEW_DRUG_5,8,9096
NEW_DRUG_5,9,9719
NEW_DRUG_5,10,10496
NEW_DRUG_5,11,12716
NEW_DRUG_5,12,13154
NEW_DRUG_5,13,14907
NEW_DRUG_5,14,17014
NEW_DRUG_5,15,18556
NEW_DRUG_5,16,20181
NEW_DRUG_5,17,22026
NEW_DRUG_5,18,23203
NEW_DRUG_5,19,26780
NEW_DRUG_5,20,28103
NEW_DRUG_5,21,30599
NEW_DRUG_5,22,32901
NEW_DRUG_5,23,35650
NEW_DRUG_5,24,38224
NEW_DRUG_5,25,40305
NEW_DRUG_5,26,41283
NEW_DRUG_5,27,43947
NEW_DRUG_5,28,45057
NEW_DRUG_5,29,47443
NEW_DRUG_5,30,48124
NEW_DRUG_5,31,49571
NEW_DRUG_5,32,50720
NEW_DRUG_5,33,51251
NEW_DRUG_5,34,52617
NEW_DRUG_5,35,52834
NEW_DRUG_5,36,54237
