seed,drug_id,cutoff_month,forecast_start,forecast_end,model,top_analog,top_similarity,MASE,MAE,RMSE,MAPE,sMAPE,R2,Bias
93400,ANL_001,18,19,24,Analog + Bass (Adaptive),ANL_002,0.9999999999971108,22.498170378233496,121873.9123606778,137355.681885571,102.33303236970744,63.120434664714566,-1062.52389822271,121873.9123606778
93400,ANL_002,6,7,12,Naive,ANL_005,0.9999999999983027,4.058833738285317,23387.0,26693.354335239823,20.590674100552388,23.642131690248664,-3.303180028979959,-23387.0
93400,ANL_002,6,7,12,Bass-only,ANL_005,0.9999999999983027,44.27235273355658,255097.296450753,268531.8842457115,250.8646221158181,105.84907790954377,-434.4867354346791,255097.296450753
93400,ANL_002,6,7,12,Analog-only,ANL_005,0.9999999999983027,0.9456612287401567,5448.900000000783,6692.305073234838,5.395740956511606,5.243947046411657,0.7295203015831071,1329.9666666272121
93400,ANL_002,6,7,12,Analog + Bass (Static),ANL_005,0.9999999999983027,44.00783965479559,253573.17209093217,266989.89125316375,249.3890166949674,105.5506010237675,-429.49969662644435,253573.17209093217
93400,ANL_002,6,7,12,Analog + Bass (Adaptive),ANL_005,0.9999999999983027,44.00783965479559,253573.17209093217,266989.89125316375,249.3890166949674,105.5506010237675,-429.49969662644435,253573.17209093217
93400,ANL_002,9,10,15,Naive,ANL_005,0.9999999999983027,3.3630123692057947,23824.0,30153.765746033558,16.197405747586036,18.33202246682716,-1.0617077318058383,-21638.666666666668
93400,ANL_002,9,10,15,Bass-only,ANL_005,0.9999999999983027,42.174815301998976,298771.6634512735,319751.483331945,243.0239209486143,102.22954275428103,-230.8297260790053,298771.6634512735
93400,ANL_002,9,10,15,Analog-only,ANL_005,0.9999999999983027,3.4986254477496455,24784.70000003946,28472.622285193658,17.491951582437473,19.532216083614777,-0.8382260658509906,-24784.70000003946
93400,ANL_002,9,10,15,Analog + Bass (Static),ANL_005,0.9999999999983027,41.51867241067319,294123.4651912602,315050.5038205135,239.33470561595936,101.44838684012105,-224.06312424187558,294123.4651912602
93400,ANL_002,9,10,15,Analog + Bass (Adaptive),ANL_005,0.9999999999983027,41.51867241067319,294123.4651912602,315050.5038205135,239.33470561595936,101.44838684012105,-224.06312424187558,294123.4651912602
93400,ANL_002,12,13,18,Naive,ANL_005,0.9999999999983027,5.091996855345911,39254.666666666664,43599.35792722947,22.58823876456954,26.06511239523574,-4.280653336901311,-39254.666666666664
93400,ANL_002,12,13,18,Bass-only,ANL_005,0.9999999999983027,34.689751361367335,267426.44685854093,291898.1338581848,171.21281979868243,85.59192307056023,-235.69555800787882,267426.44685854093
93400,ANL_002,12,13,18,Analog-only,ANL_005,0.9999999999983027,7.447791273590023,57415.70000003945,58828.96845657377,34.20448193327032,41.430780496470106,-8.61412882705541,-57415.70000003945
93400,ANL_002,12,13,18,Analog + Bass (Static),ANL_005,0.9999999999983027,33.86979058403378,261105.29468418765,285528.9487782129,167.2578671447959,84.41555996287092,-225.4789086293769,261105.29468418765
93400,ANL_002,12,13,18,Analog + Bass (Adaptive),ANL_005,0.9999999999983027,33.86979058403378,261105.29468418765,285528.9487782129,167.2578671447959,84.41555996287092,-225.4789086293769,261105.29468418765
93400,ANL_002,18,19,24,Naive,ANL_005,0.9999999999983027,4.4496014166656925,44785.5,49336.92807455014,18.786930746000387,21.071732103071536,-4.682028448552145,-44785.5
93400,ANL_002,18,19,24,Bass-only,ANL_005,0.9999999999983027,13.848956062791148,139390.5574164672,171466.67123019687,64.46110821804311,43.72042285331752,-67.63073142050753,133047.12189262753
93400,ANL_002,18,19,24,Analog-only,ANL_005,0.9999999999983027,12.123976170720708,122028.53333337279,122772.215316698,52.834252785673684,71.84970510162798,-34.185147710600575,-122028.53333337279
93400,ANL_002,18,19,24,Analog + Bass (Static),ANL_005,0.9999999999983027,12.94641548772314,130306.43343778564,160651.85047601862,60.233355077491815,41.74366573809928,-59.24633863144472,121320.58647663934
93400,ANL_002,18,19,24,Analog + Bass (Adaptive),ANL_005,0.9999999999983027,12.94641548772314,130306.43343778564,160651.85047601862,60.233355077491815,41.74366573809928,-59.24633863144472,121320.58647663934
93400,ANL_003,6,7,12,Naive,ANL_005,0.9999999999897209,6.547464037698412,14079.666666666666,16089.80353101512,34.54892753243161,43.2659417831479,-3.268823219726591,-14079.666666666666
93400,ANL_003,6,7,12,Bass-only,ANL_005,0.9999999999897209,26.19593319350546,56331.734739314146,62166.654757961274,169.3096531655887,82.65743369981591,-62.726737392102834,56331.734739314146
93400,ANL_003,6,7,12,Analog-only,ANL_005,0.9999999999897209,23.698893229163,50962.09999999212,50992.222069571835,140.2404658431435,81.62058035542725,-41.876029694245695,50962.09999999212
93400,ANL_003,6,7,12,Analog + Bass (Static),ANL_005,0.9999999999897209,25.735512181168517,55341.64539438478,61187.18564741951,166.4792356512386,81.80823132349397,-60.73445862091262,55341.64539438478
93400,ANL_003,6,7,12,Analog + Bass (Adaptive),ANL_005,0.9999999999897209,25.735512181168517,55341.64539438478,61187.18564741951,166.4792356512386,81.80823132349397,-60.73445862091262,55341.64539438478
93400,ANL_003,9,10,15,Naive,ANL_005,0.9999999999897209,6.899635985439417,18796.333333333332,21594.267765620887,32.34167537719797,40.17414186741811,-3.12628399337318,-18796.333333333332
93400,ANL_003,9,10,15,Bass-only,ANL_005,0.9999999999897209,25.278525960744506,68865.02434855822,78233.20334968393,148.35139720186731,75.06162361799042,-53.158219398598256,68865.02434855822
93400,ANL_003,9,10,15,Analog-only,ANL_005,0.9999999999897209,12.922247713435057,35203.433333325454,35366.57775065013,69.58047142132324,50.79619386952555,-10.067976421961514,35203.433333325454
93400,ANL_003,9,10,15,Analog + Bass (Static),ANL_005,0.9999999999897209,24.182790793380306,65879.9678188663,75303.42090151056,142.29948739822322,73.00961863687209,-49.17779379357293,65879.9678188663
93400,ANL_003,9,10,15,Analog + Bass (Adaptive),ANL_005,0.9999999999897209,24.182790793380306,65879.9678188663,75303.42090151056,142.29948739822322,73.00961863687209,-49.17779379357293,65879.9678188663
93400,ANL_003,12,13,18,Naive,ANL_005,0.9999999999897209,5.580181582360571,19556.0,21978.628809216767,26.010505144681556,30.73855490417156,-3.8006934830150563,-19556.0
93400,ANL_003,12,13,18,Bass-only,ANL_005,0.9999999999897209,18.849478301590175,66058.85350239102,77982.76254415228,103.1922412799126,60.02193262309339,-59.43659957575606,66058.85350239102
93400,ANL_003,12,13,18,Analog-only,ANL_005,0.9999999999897209,5.047092952872805,17687.766666658783,17949.370549587235,25.88247802620674,22.71484558841289,-2.201851867677649,17687.766666658783
93400,ANL_003,12,13,18,Analog + Bass (Static),ANL_005,0.9999999999897209,17.231977089615782,60390.2469822444,72514.6790437333,94.79749397421445,56.27770368038036,-51.258224128627994,60390.2469822444
93400,ANL_003,12,13,18,Analog + Bass (Adaptive),ANL_005,0.9999999999897209,17.231977089615782,60390.2469822444,72514.6790437333,94.79749397421445,56.27770368038036,-51.258224128627994,60390.2469822444
93400,ANL_003,18,19,24,Naive,ANL_005,0.9999999999897209,6.455714080421057,28187.166666666668,31373.784010964737,23.349153096774643,27.024059763925344,-4.186116495087198,-28187.166666666668
93400,ANL_003,18,19,24,Bass-only,ANL_005,0.9999999999897209,9.639131286648917,42086.71522840014,50078.84615683727,38.55743526651125,32.50801035825299,-12.213476333399113,19411.894313237175
93400,ANL_003,18,19,24,Analog-only,ANL_005,0.9999999999897209,6.0966480748003935,26619.40000000788,27598.357886423055,22.703637734638082,25.718251182712276,-3.0130534814923395,-26619.40000000788
93400,ANL_003,18,19,24,Analog + Bass (Static),ANL_005,0.9999999999897209,8.450150147980896,36895.343816707646,44653.454882456936,33.16682692267561,30.028074888761196,-9.505545207070487,9223.82349177225
93400,ANL_003,18,19,24,Analog + Bass (Adaptive),ANL_005,0.9999999999897209,8.450150147980896,36895.343816707646,44653.454882456936,33.16682692267561,30.028074888761196,-9.505545207070487,9223.82349177225
93400,ANL_004,6,7,12,Naive,ANL_005,0.9999999999972842,3.684209006261408,21260.833333333332,22312.95853310358,14.498044959877054,15.731071100977356,-9.859792805086027,-21260.833333333332
93400,ANL_004,6,7,12,Bass-only,ANL_005,0.9999999999972842,75.86807944114152,437819.5128389395,454220.23099891964,306.26877914547777,118.07803813933258,-4499.286576496983,437819.5128389395
93400,ANL_004,6,7,12,Analog-only,ANL_005,0.9999999999972842,7.719022203737424,44544.93333332793,44799.06266801637,30.869047506305975,36.62920494119932,-42.776907361767066,-44544.93333332793
93400,ANL_004,6,7,12,Analog + Bass (Static),ANL_005,0.9999999999972842,76.08648999847546,439079.9164832022,455501.61700125213,307.1477022276614,118.21742656537688,-4524.713617486508,439079.9164832022
93400,ANL_004,6,7,12,Analog + Bass (Adaptive),ANL_005,0.9999999999972842,76.08648999847546,439079.9164832022,455501.61700125213,307.1477022276614,118.21742656537688,-4524.713617486508,439079.9164832022
93400,ANL_004,9,10,15,Naive,ANL_005,0.9999999999972842,4.123749247729964,25981.166666666668,28454.33437691582,15.550070761989126,17.092981286201937,-5.013967393673047,-25981.166666666668
93400,ANL_004,9,10,15,Bass-only,ANL_005,0.9999999999972842,78.38425053611438,493850.17247147165,516658.62247403106,310.8740548452426,117.7428462651565,-1981.7664925585939,493850.17247147165
93400,ANL_004,9,10,15,Analog-only,ANL_005,0.9999999999972842,9.895326336394461,62344.26666666126,62697.76725635976,38.3618368395863,47.564436753058985,-28.199025564251755,-62344.26666666126
93400,ANL_004,9,10,15,Analog + Bass (Static),ANL_005,0.9999999999972842,78.60626584966076,495248.9522025564,518084.71532520634,311.749578894988,117.88011244065444,-1992.7273530294835,495248.9522025564
93400,ANL_004,9,10,15,Analog + Bass (Adaptive),ANL_005,0.9999999999972842,78.60626584966076,495248.9522025564,518084.71532520634,311.749578894988,117.88011244065444,-1992.7273530294835,495248.9522025564
93400,ANL_004,12,13,18,Naive,ANL_005,0.9999999999972842,4.5052589786646875,31463.5,33731.28223919156,16.7894475720354,18.51462103790863,-6.69575994567797,-31463.5
93400,ANL_004,12,13,18,Bass-only,ANL_005,0.9999999999972842,63.7460262159937,445184.8618126229,470477.94107421563,247.09242147911357,106.42805765250121,-1496.1466501633615,445184.8618126229
93400,ANL_004,12,13,18,Analog-only,ANL_005,0.9999999999972842,11.930391429426075,83318.59999999459,83710.91738675693,45.3976477495868,58.850312134253926,-46.39690835148745,-83318.59999999459
93400,ANL_004,12,13,18,Analog + Bass (Static),ANL_005,0.9999999999972842,64.15589198151332,448047.2525374395,473398.79901526327,248.67258494256333,106.74879401276102,-1514.7937600593568,448047.2525374395
93400,ANL_004,12,13,18,Analog + Bass (Adaptive),ANL_005,0.9999999999972842,64.15589198151332,448047.2525374395,473398.79901526327,248.67258494256333,106.74879401276102,-1514.7937600593568,448047.2525374395
93400,ANL_004,18,19,24,Naive,ANL_005,0.9999999999972842,2.766967587857747,29442.0,33748.72148195642,12.446360187914244,13.501036899733956,-3.1851839315861943,-29442.0
93400,ANL_004,18,19,24,Bass-only,ANL_005,0.9999999999972842,22.386876515335192,238208.2179989687,270585.00006304984,108.34623318987057,64.71260849332478,-268.0341028948663,238208.2179989687
93400,ANL_004,18,19,24,Analog-only,ANL_005,0.9999999999972842,12.053075090248209,128251.0999999946,128702.79068367268,56.13722315777312,78.11800947413437,-59.86614933351768,-128251.0999999946
93400,ANL_004,18,19,24,Analog + Bass (Static),ANL_005,0.9999999999972842,22.862108993828596,243264.94316380357,275623.62297062407,110.60369177273299,65.65536525158012,-278.1468770482492,243264.94316380357
93400,ANL_004,18,19,24,Analog + Bass (Adaptive),ANL_005,0.9999999999972842,22.862108993828596,243264.94316380357,275623.62297062407,110.60369177273299,65.65536525158012,-278.1468770482492,243264.94316380357
93400,ANL_005,6,7,12,Naive,ANL_002,0.9999999999983027,4.587445008460237,22593.166666666668,25642.73731813097,17.824727861086018,20.018759064418656,-3.470124772983806,-22593.166666666668
93400,ANL_005,6,7,12,Bass-only,ANL_002,0.9999999999983027,69.88449901433519,344181.1576456008,359398.28400047414,295.10515165855884,114.73067465188882,-877.0977754734965,344181.1576456008
93400,ANL_005,6,7,12,Analog-only,ANL_002,0.9999999999983027,3.3369746192918965,16434.60000001259,17370.401519071078,13.377838084444685,14.423935735687838,-1.0512122111294784,-16434.60000001259
93400,ANL_005,6,7,12,Analog + Bass (Static),ANL_002,0.9999999999983027,69.9111138923559,344312.2359198528,359531.2838283219,295.2164494941194,114.74929912715703,-877.7477978436021,344312.2359198528
93400,ANL_005,6,7,12,Analog + Bass (Adaptive),ANL_002,0.9999999999983027,69.9111138923559,344312.2359198528,359531.2838283219,295.2164494941194,114.74929912715703,-877.7477978436021,344312.2359198528
93400,ANL_005,9,10,15,Naive,ANL_002,0.9999999999983027,7.494888821535834,34001.5,35938.303936515054,23.10471515926511,26.391650672775945,-8.53465723179657,-34001.5
93400,ANL_005,9,10,15,Bass-only,ANL_002,0.9999999999983027,83.23873700219669,377622.93525259057,397517.2603455137,270.27448127164865,110.34987103373727,-1165.5461148756212,377622.93525259057
93400,ANL_005,9,10,15,Analog-only,ANL_002,0.9999999999983027,8.68419438092104,39396.933333345914,39695.06394924087,27.33738862573474,31.715562700184414,-10.632228968230642,-39396.933333345914
93400,ANL_005,9,10,15,Analog + Bass (Static),ANL_002,0.9999999999983027,83.39837738781728,378347.16381700657,398254.29505719,270.7884705885087,110.44484603005526,-1169.875899399416,378347.16381700657
93400,ANL_005,9,10,15,Analog + Bass (Adaptive),ANL_002,0.9999999999983027,83.39837738781728,378347.16381700657,398254.29505719,270.7884705885087,110.44484603005526,-1169.875899399416,378347.16381700657
93400,ANL_005,12,13,18,Naive,ANL_002,0.9999999999983027,4.809367993698115,26456.333333333332,27871.886193797505,16.20807627050299,17.77028193649554,-9.101390397641099,-26456.333333333332
93400,ANL_005,12,13,18,Bass-only,ANL_002,0.9999999999983027,64.5205733186204,354927.67382573074,376830.6985502149,225.41983327916282,101.59817569902496,-1845.4646038115554,354927.67382573074
93400,ANL_005,12,13,18,Analog-only,ANL_002,0.9999999999983027,10.192649821246912,56069.76666667926,56271.989570609105,34.946363451319854,42.437771698865134,-40.174940183054815,-56069.76666667926
93400,ANL_005,12,13,18,Analog + Bass (Static),ANL_002,0.9999999999983027,64.27495587919539,353576.53229145386,375453.8959005021,224.56724014640113,101.40626824049555,-1831.9966289413364,353576.53229145386
93400,ANL_005,12,13,18,Analog + Bass (Adaptive),ANL_002,0.9999999999983027,64.27495587919539,353576.53229145386,375453.8959005021,224.56724014640113,101.40626824049555,-1831.9966289413364,353576.53229145386
93400,ANL_005,18,19,24,Naive,ANL_002,0.9999999999983027,4.828534165149083,31505.333333333332,37754.66602951217,14.398688899403812,15.966957481187066,-2.293253308518259,-31505.333333333332
93400,ANL_005,18,19,24,Bass-only,ANL_002,0.9999999999983027,28.6657311239004,187038.83692501648,218989.68124242203,96.30166768275524,58.575281039084146,-109.79780935708317,187038.83692501648
93400,ANL_005,18,19,24,Analog-only,ANL_002,0.9999999999983027,15.617857894137748,101903.76666667925,103152.6309596733,49.117881706640446,65.27699503153738,-23.583543888676065,-101903.76666667925
93400,ANL_005,18,19,24,Analog + Bass (Static),ANL_002,0.9999999999983027,28.52976465762518,186151.67972665295,218120.1748280012,95.85927094092804,58.37412035892369,-108.91970271886893,186151.67972665295
93400,ANL_005,18,19,24,Analog + Bass (Adaptive),ANL_002,0.9999999999983027,28.52976465762518,186151.67972665295,218120.1748280012,95.85927094092804,58.37412035892369,-108.91970271886893,186151.67972665295
93400,ANL_006,6,7,12,Naive,ANL_009,0.9999999999989466,4.073053463809766,22392.833333333332,26227.9273135844,12.68542940691528,13.86525416078864,-2.6891828666856483,-22392.833333333332
93400,ANL_006,6,7,12,Bass-only,ANL_009,0.9999999999989466,94.41614344964147,519081.0734574389,540167.5167195174,317.0918086682764,118.68880985514281,-1563.8011923255006,519081.0734574389
93400,ANL_006,6,7,12,Analog-only,ANL_009,0.9999999999989466,10.514714976895613,57807.7999999767,58044.290761543816,34.36431367703797,41.555272498517894,-17.06846497060481,-57807.7999999767
93400,ANL_006,6,7,12,Analog + Bass (Static),ANL_009,0.9999999999989466,94.82334773360478,521319.8011698124,542441.6051674003,318.44952396362237,118.896608794636,-1577.0044553272112,521319.8011698124
93400,ANL_006,6,7,12,Analog + Bass (Adaptive),ANL_009,0.9999999999989466,94.82334773360478,521319.8011698124,542441.6051674003,318.44952396362237,118.896608794636,-1577.0044553272112,521319.8011698124
93400,ANL_006,9,10,15,Naive,ANL_009,0.9999999999989466,4.717946606272733,28643.833333333332,32616.31080456525,14.066375346809654,15.425506565886128,-3.371497321121221,-28643.833333333332
93400,ANL_006,9,10,15,Bass-only,ANL_009,0.9999999999989466,93.35693365375614,566793.283445367,594578.4822417767,297.84044501725333,115.24497633338567,-1451.7099759614628,566793.283445367
93400,ANL_006,9,10,15,Analog-only,ANL_009,0.9999999999989466,14.02343833641782,85139.79999997669,85396.72895380338,43.51800929166231,55.68440290146967,-28.9669825018441,-85139.79999997669
93400,ANL_006,9,10,15,Analog + Bass (Static),ANL_009,0.9999999999989466,94.7383248378495,575180.0546717938,603123.0249577168,302.2146797759296,115.96294908743798,-1493.7630709448042,575180.0546717938
93400,ANL_006,9,10,15,Analog + Bass (Adaptive),ANL_009,0.9999999999989466,94.7383248378495,575180.0546717938,603123.0249577168,302.2146797759296,115.96294908743798,-1493.7630709448042,575180.0546717938
93400,ANL_006,12,13,18,Naive,ANL_009,0.9999999999989466,6.287150586527774,41480.333333333336,42775.070025269,18.53826168700151,20.530508798532352,-15.77267147347131,-41480.333333333336
93400,ANL_006,12,13,18,Bass-only,ANL_009,0.9999999999989466,78.06951990526639,515074.30341861845,545248.6857404577,236.48866599408848,104.23450325026535,-2724.2731472991663,515074.30341861845
93400,ANL_006,12,13,18,Analog-only,ANL_009,0.9999999999989466,16.785753851237956,110746.29999997669,110804.7245510836,50.1004454426232,66.95852288652986,-111.54788524786737,-110746.29999997669
93400,ANL_006,12,13,18,Analog + Bass (Static),ANL_009,0.9999999999989466,80.33865528485589,530045.233513012,560521.3987394269,243.32692071279092,105.67245566675014,-2879.0841448875713,530045.233513012
93400,ANL_006,12,13,18,Analog + Bass (Adaptive),ANL_009,0.9999999999989466,80.33865528485589,530045.233513012,560521.3987394269,243.32692071279092,105.67245566675014,-2879.0841448875713,530045.233513012
93400,ANL_006,18,19,24,Naive,ANL_009,0.9999999999989466,4.290711271150347,32593.0,34517.099110440904,12.017243025206248,12.867260842781844,-8.226845744934025,-32593.0
93400,ANL_006,18,19,24,Bass-only,ANL_009,0.9999999999989466,37.65036614597167,285998.8254270618,320686.2467010147,109.01891045222618,65.88309587790872,-795.4258549472761,285998.8254270618
93400,ANL_006,18,19,24,Analog-only,ANL_009,0.9999999999989466,20.654860675517384,156897.96666664336,156952.38294093963,58.69512129011638,83.18538824292304,-189.77458108739737,-156897.96666664336
93400,ANL_006,18,19,24,Analog + Bass (Static),ANL_009,0.9999999999989466,40.414608878619234,306996.5010317938,341763.45907009684,116.94474072261242,69.12225178355921,-903.5569905293149,306996.5010317938
93400,ANL_006,18,19,24,Analog + Bass (Adaptive),ANL_009,0.9999999999989466,40.414608878619234,306996.5010317938,341763.45907009684,116.94474072261242,69.12225178355921,-903.5569905293149,306996.5010317938
93400,ANL_007,6,7,12,Naive,ANL_013,0.9999999999937402,6.918559247748824,28940.333333333332,33180.00142153905,28.298076962590674,34.12212265839836,-3.1801046537553495,-28940.333333333332
93400,ANL_007,6,7,12,Bass-only,ANL_013,0.9999999999937402,51.28570897728724,214528.12065199253,228053.06109346455,245.51096587741375,102.93285893479094,-196.4722917852651,214528.12065199253
93400,ANL_007,6,7,12,Analog-only,ANL_013,0.9999999999937402,7.261550721171529,30375.066666660507,30630.496611486436,32.21575596243468,38.49561917605186,-2.562397936207163,-30375.066666660507
93400,ANL_007,6,7,12,Analog + Bass (Static),ANL_013,0.9999999999937402,52.57606731010376,219925.689558164,233494.56152213653,251.52872798990583,104.16587938066732,-206.00836420151515,219925.689558164
93400,ANL_007,6,7,12,Analog + Bass (Adaptive),ANL_013,0.9999999999937402,52.57606731010376,219925.689558164,233494.56152213653,251.52872798990583,104.16587938066732,-206.00836420151515,219925.689558164
93400,ANL_007,9,10,15,Naive,ANL_013,0.9999999999937402,8.014284737885312,39085.666666666664,42023.49326269771,30.53786004716228,36.660059120464865,-6.411194999705826,-39085.666666666664
93400,ANL_007,9,10,15,Bass-only,ANL_013,0.9999999999937402,48.73450694069521,237678.19034977056,255443.59900234904,204.8792356569718,94.66682104051212,-272.83817225295246,237678.19034977056
93400,ANL_007,9,10,15,Analog-only,ANL_013,0.9999999999937402,12.019971293826908,58621.39999999383,58756.55544929381,47.915639142516994,63.25047494980098,-13.488272108636197,-58621.39999999383
93400,ANL_007,9,10,15,Analog + Bass (Static),ANL_013,0.9999999999937402,52.059731079052675,253895.3084725399,271834.2113509036,218.5639248880916,97.96479291177705,-309.1074253930215,253895.3084725399
93400,ANL_007,9,10,15,Analog + Bass (Adaptive),ANL_013,0.9999999999937402,52.059731079052675,253895.3084725399,271834.2113509036,218.5639248880916,97.96479291177705,-309.1074253930215,253895.3084725399
93400,ANL_007,12,13,18,Naive,ANL_013,0.9999999999937402,5.094017906878796,34085.0,38967.28914529895,21.032311140529384,24.183693287662514,-3.257386341899166,-34085.0
93400,ANL_007,12,13,18,Bass-only,ANL_013,0.9999999999937402,33.82918391667999,226357.2203472179,249899.25064235736,158.81949681382528,81.28766386119077,-174.09453130869966,226357.2203472179
93400,ANL_007,12,13,18,Analog-only,ANL_013,0.9999999999937402,13.182683676841961,88207.73333332717,88423.58026491327,57.984344370722674,81.84181352479631,-20.921933972860938,-88207.73333332717
93400,ANL_007,12,13,18,Analog + Bass (Static),ANL_013,0.9999999999937402,37.33655800566188,249825.69808097556,273487.0298446602,174.82232129628343,86.11164181585035,-208.70855308204148,249825.69808097556
93400,ANL_007,12,13,18,Analog + Bass (Adaptive),ANL_013,0.9999999999937402,37.33655800566188,249825.69808097556,273487.0298446602,174.82232129628343,86.11164181585035,-208.70855308204148,249825.69808097556
93400,ANL_007,18,19,24,Naive,ANL_013,0.9999999999937402,2.3093630026391145,18564.833333333332,22755.524212082364,8.856568856174412,9.471495770122097,-1.9903635591207154,-18564.833333333332
93400,ANL_007,18,19,24,Bass-only,ANL_013,0.9999999999937402,15.676552794749178,126022.88576682424,156403.12826161127,66.04762974168416,44.13378805803824,-140.2671465267367,126022.88576682424
93400,ANL_007,18,19,24,Analog-only,ANL_013,0.9999999999937402,16.886125135979487,135746.5666666605,135763.2984077987,67.91286855659654,103.18575782053581,-105.44249942474282,-135746.5666666605
93400,ANL_007,18,19,24,Analog + Bass (Static),ANL_013,0.9999999999937402,19.365891547719432,155681.26298202548,184956.1371663562,81.11854366554563,52.135062772064444,-196.55489517396475,155681.26298202548
93400,ANL_007,18,19,24,Analog + Bass (Adaptive),ANL_013,0.9999999999937402,19.365891547719432,155681.26298202548,184956.1371663562,81.11854366554563,52.135062772064444,-196.55489517396475,155681.26298202548
93400,ANL_008,6,7,12,Naive,ANL_009,0.9999999999987943,6.94276180698152,27049.0,30551.07255073052,15.219240119785624,16.79203984434766,-3.627055979226375,-27049.0
93400,ANL_008,6,7,12,Bass-only,ANL_009,0.9999999999987943,138.82328231095673,540855.5078834874,562700.9153901227,325.96666743649314,119.93513669650314,-1568.6653591516397,540855.5078834874
93400,ANL_008,6,7,12,Analog-only,ANL_009,0.9999999999987943,17.561456194374244,68419.43333328205,68456.49240317762,40.26855948178996,50.54678515239295,-22.231706713180042,-68419.43333328205
93400,ANL_008,6,7,12,Analog + Bass (Static),ANL_009,0.9999999999987943,141.2492557679866,550307.1004720757,572303.0093466112,331.6215804017123,120.7658062220285,-1622.692893131465,550307.1004720757
93400,ANL_008,6,7,12,Analog + Bass (Adaptive),ANL_009,0.9999999999987943,141.2492557679866,550307.1004720757,572303.0093466112,331.6215804017123,120.7658062220285,-1622.692893131465,550307.1004720757
