seed,drug_id,cutoff_month,forecast_start,forecast_end,top_analog,top_similarity,analog_2,analog_3,analog_4,analog_5,MASE,MAE,RMSE,MAPE,sMAPE,R2,Bias
93400,ANL_005,12,13,18,ANL_001,0.5897186560642669,ANL_009,ANL_028,ANL_031,ANL_020,3.5167316155877093,19345.54061734799,19701.013820116335,12.04142192561289,11.33542729622235,-4.046910315150953,19345.54061734799
93400,ANL_005,18,19,24,ANL_001,0.5897186560642669,ANL_009,ANL_028,ANL_031,ANL_020,3.3512251243671023,21866.152543826338,24898.950031395278,11.14989892614589,10.373779687662028,-0.4323393992766691,21866.152543826338
93400,ANL_006,6,7,12,ANL_008,0.3836745420566059,ANL_029,ANL_035,ANL_011,ANL_015,6.711705176082274,36899.61271706513,37183.97245935729,21.900495290792808,24.625665586362633,-6.4150453176642435,-36899.61271706513
93400,ANL_006,9,10,15,ANL_008,0.3836745420566059,ANL_029,ANL_035,ANL_011,ANL_015,3.102759469540652,18837.628429448683,20242.679727322164,9.668314696425611,10.24684961515999,-0.683823438757929,-18837.628429448683
93400,ANL_006,12,13,18,ANL_008,0.3836745420566059,ANL_029,ANL_035,ANL_011,ANL_015,2.132621988300736,14070.264379903418,16637.80985913097,6.230871077536749,6.026736912752842,-1.5375411616911556,10331.870662509935
93400,ANL_006,18,19,24,ANL_008,0.3836745420566059,ANL_029,ANL_035,ANL_011,ANL_015,4.084670019607774,31027.87429306176,33114.7709062408,11.492292547198819,10.79624644834415,-7.492355984520762,31027.87429306176
93400,ANL_007,6,7,12,ANL_011,0.41011388198674287,ANL_003,ANL_023,ANL_025,ANL_027,4.098139667281925,17142.51822824029,18587.60913346225,17.24908739186649,19.017268791095308,-0.3118416557274939,-17142.51822824029
93400,ANL_007,9,10,15,ANL_011,0.41011388198674287,ANL_003,ANL_023,ANL_025,ANL_027,0.4799431789797561,2340.6828838842703,2698.8750625349057,1.882659930833511,1.8993014641650172,0.9694318258096593,-1582.106494730656
93400,ANL_007,12,13,18,ANL_011,0.41011388198674287,ANL_003,ANL_023,ANL_025,ANL_027,2.4308119593960615,16265.004786129846,16456.478381868776,10.720570081625635,10.160553636022247,0.24069461205211606,16265.004786129846
93400,ANL_007,18,19,24,ANL_011,0.41011388198674287,ANL_003,ANL_023,ANL_025,ANL_027,3.8199453550576417,30708.316006640438,31426.958852290205,15.164943769887888,14.070227500766345,-4.703678219000016,30708.316006640438
93400,ANL_008,6,7,12,ANL_032,0.5735487789229535,ANL_034,ANL_006,ANL_022,ANL_036,14.53978279120997,56646.99375455404,56849.35006745162,33.10421893137113,39.67178719380338,-15.021487621344527,-56646.99375455404
93400,ANL_008,9,10,15,ANL_032,0.5735487789229535,ANL_034,ANL_006,ANL_022,ANL_036,10.12699792568323,54938.96374683153,55530.60044102408,27.99108325092084,32.61860283726127,-13.558460670017416,-54938.96374683153
93400,ANL_008,12,13,18,ANL_032,0.5735487789229535,ANL_034,ANL_006,ANL_022,ANL_036,7.4469572892329365,45180.689873776224,47940.33209195887,20.257610983569716,22.836755978321644,-8.146347020495096,-45180.689873776224
93400,ANL_008,18,19,24,ANL_032,0.5735487789229535,ANL_034,ANL_006,ANL_022,ANL_036,2.38868584508183,25446.8108185888,27659.927587144248,9.205318861617577,9.732093011790116,-1.9801713541742374,-25446.8108185888
93400,ANL_009,6,7,12,ANL_020,0.50353696079528,ANL_005,ANL_016,ANL_026,ANL_004,4.543071958968539,55546.323613524735,56265.00072497119,27.846644045882403,32.442742507225155,-14.949589350037435,-55546.323613524735
93400,ANL_009,9,10,15,ANL_020,0.50353696079528,ANL_005,ANL_016,ANL_026,ANL_004,4.93558885649498,53059.431053142216,54540.88835418306,23.56838180732973,26.804918310931285,-4.583227745911309,-53059.431053142216
93400,ANL_009,12,13,18,ANL_020,0.50353696079528,ANL_005,ANL_016,ANL_026,ANL_004,4.218586297399996,47839.152120361185,48610.17590265519,18.742349332131102,20.727414554276216,-4.640782548248093,-47839.152120361185
93400,ANL_009,18,19,24,ANL_020,0.50353696079528,ANL_005,ANL_016,ANL_026,ANL_004,3.265594520673066,40009.487785900405,41401.89902331226,12.870111460950293,13.830861545624288,-11.61604083306148,-40009.487785900405
93400,ANL_010,6,7,12,ANL_027,0.5022189072797455,ANL_019,ANL_021,ANL_012,ANL_011,2.296680802463522,11498.102769453377,12274.959120835061,13.3634622507294,12.42216507017488,0.04776934194880289,11498.102769453377
93400,ANL_010,9,10,15,ANL_027,0.5022189072797455,ANL_019,ANL_021,ANL_012,ANL_011,7.748917299666859,42558.99103909531,43255.67190698173,38.8963101220664,32.44535103851843,-8.969235259303595,42558.99103909531
93400,ANL_010,12,13,18,ANL_027,0.5022189072797455,ANL_019,ANL_021,ANL_012,ANL_011,10.672405459042873,76364.94193416413,76572.56106114903,55.10311422399096,43.11705901830469,-11.116296988423954,76364.94193416413
93400,ANL_010,18,19,24,ANL_027,0.5022189072797455,ANL_019,ANL_021,ANL_012,ANL_011,15.223793798878893,127595.09341481545,128589.24567834819,60.296391872180436,46.25196265460508,-39.7781861271273,127595.09341481545
93400,ANL_011,6,7,12,ANL_027,0.5748776812009455,ANL_013,ANL_007,ANL_012,ANL_010,8.322408919738276,114364.87889325943,123534.11661325183,55.33392685118316,77.2397958119937,-3.7149436808648257,-114364.87889325943
93400,ANL_011,9,10,15,ANL_027,0.5748776812009455,ANL_013,ANL_007,ANL_012,ANL_010,8.956599182490889,177979.9410799699,185010.09203422224,58.242984516059735,82.47175008307627,-7.099353538669048,-177979.9410799699
93400,ANL_011,12,13,18,ANL_027,0.5748776812009455,ANL_013,ANL_007,ANL_012,ANL_010,9.273824584538234,223843.14707196158,225788.92499122024,56.185092716305775,78.1913670796978,-21.638638529491374,-223843.14707196158
93400,ANL_011,18,19,24,ANL_027,0.5748776812009455,ANL_013,ANL_007,ANL_012,ANL_010,7.937002467126925,192628.71546468014,193932.1826023111,39.785236634747925,49.93457619542794,-317.9877082668578,-192628.71546468014
93400,ANL_012,6,7,12,ANL_019,0.5553278601634728,ANL_013,ANL_032,ANL_011,ANL_010,1.8911019239166462,13051.629038103127,15069.022731232419,11.676921909252624,11.85177719419242,0.6866243644740881,-5347.857627032589
93400,ANL_012,9,10,15,ANL_019,0.5553278601634728,ANL_013,ANL_032,ANL_011,ANL_010,1.4348389882125743,12552.150823757127,16065.459160996099,6.9493688357942505,7.281548660410876,0.7189152989102716,-10067.951213418683
93400,ANL_012,12,13,18,ANL_019,0.5553278601634728,ANL_013,ANL_032,ANL_011,ANL_010,1.5809588890784458,17623.236183628178,23567.769129722237,6.942869595215671,7.239065323926182,0.7341250769005518,-10696.259408051556
93400,ANL_012,18,19,24,ANL_019,0.5553278601634728,ANL_013,ANL_032,ANL_011,ANL_010,2.4423123270545184,38606.7802771988,39870.31687649934,10.858142990115228,11.525180957332282,-1.0484793078777317,-38606.7802771988
93400,ANL_013,6,7,12,ANL_011,0.5570078505254139,ANL_021,ANL_012,ANL_027,ANL_025,2.7873279458986633,22144.7630645757,27130.340484593442,17.073581341377615,19.087366692509523,0.25038237175130384,-20506.512516651117
93400,ANL_013,9,10,15,ANL_011,0.5570078505254139,ANL_021,ANL_012,ANL_027,ANL_025,1.4564951304889884,14016.216764478158,21431.08681898735,6.855181152533429,7.344243073898711,0.6553501695988126,-14016.216764478158
93400,ANL_013,12,13,18,ANL_011,0.5570078505254139,ANL_021,ANL_012,ANL_027,ANL_025,1.0090245582637518,12655.002550733383,14047.635474645791,5.581334243315936,5.575255984850134,0.8892007818187697,-2927.3726133495898
93400,ANL_013,18,19,24,ANL_011,0.5570078505254139,ANL_021,ANL_012,ANL_027,ANL_025,0.8370215642691202,13452.462871245487,18587.496351111065,3.7406827987560085,3.624703209897339,0.6042106301196122,8869.055280403147
93400,ANL_014,6,7,12,ANL_001,0.48651642270831047,ANL_030,ANL_024,ANL_003,ANL_018,13.626559438226264,13836.408453574948,14032.43546810929,33.43623960335591,28.566516430527372,-16.308989979217433,13836.408453574948
93400,ANL_014,9,10,15,ANL_001,0.48651642270831047,ANL_030,ANL_024,ANL_003,ANL_018,15.07316977548872,18965.815870008682,19229.825439130884,40.92589084183461,33.858693198368414,-37.11757201128826,18965.815870008682
93400,ANL_014,12,13,18,ANL_001,0.48651642270831047,ANL_030,ANL_024,ANL_003,ANL_018,15.1748656780972,27787.938123082902,27968.49110825825,54.24206732124627,42.61125198797496,-67.67149406777014,27787.938123082902
93400,ANL_014,18,19,24,ANL_001,0.48651642270831047,ANL_030,ANL_024,ANL_003,ANL_018,25.78993963798299,54175.56084776532,54559.3623524834,83.82742117992863,58.95875241048256,-168.1372456567888,54175.56084776532
93400,ANL_015,6,7,12,ANL_025,0.5031683971998205,ANL_023,ANL_033,ANL_003,ANL_006,5.747751869814745,21004.584433051004,21128.227656614752,20.753297763417844,23.200451172435365,-23.79230557803492,-21004.584433051004
93400,ANL_015,9,10,15,ANL_025,0.5031683971998205,ANL_023,ANL_033,ANL_003,ANL_006,3.809166026968911,18245.905269181083,18505.801281499418,16.240694013596467,17.69820452746932,-3.954073921243129,-18245.905269181083
93400,ANL_015,12,13,18,ANL_025,0.5031683971998205,ANL_023,ANL_033,ANL_003,ANL_006,2.766140409871738,12316.114441298918,12790.666127896113,9.876863257463695,10.438552248395682,-2.108419891565332,-12316.114441298918
93400,ANL_015,18,19,24,ANL_025,0.5031683971998205,ANL_023,ANL_033,ANL_003,ANL_006,1.7470456904751885,8765.955903049595,10340.15580803341,5.646388240492554,5.870356798585741,0.05461003217320837,-8765.955903049595
93400,ANL_016,6,7,12,ANL_002,0.5521034397865033,ANL_009,ANL_020,ANL_032,ANL_035,1.4003560473567038,11586.82600703884,14657.830449897338,6.429531128860573,6.763016149631307,0.41574309933301956,-11553.965353804844
93400,ANL_016,9,10,15,ANL_002,0.5521034397865033,ANL_009,ANL_020,ANL_032,ANL_035,1.8638767375611605,16217.358508927462,18053.55974032462,7.629623665648362,7.972052714967291,0.3998819303858384,-14494.72769695684
93400,ANL_016,12,13,18,ANL_002,0.5521034397865033,ANL_009,ANL_020,ANL_032,ANL_035,0.6245443602322037,7039.29626093719,8746.136644391263,2.8280066968211504,2.887192932664177,0.8204474553428353,-5395.404213757909
93400,ANL_016,18,19,24,ANL_002,0.5521034397865033,ANL_009,ANL_020,ANL_032,ANL_035,1.18840910123256,14593.174418211798,18851.30301850893,4.869951494039406,4.6980263806466525,0.5355478158299193,10497.818037634986
93400,ANL_017,6,7,12,ANL_001,0.46899283634813493,ANL_027,ANL_031,ANL_005,ANL_018,5.5174165684819805,24390.291682631443,25733.19061778392,41.89652302571834,33.200909586530486,-1.5637402999354757,24390.291682631443
93400,ANL_017,9,10,15,ANL_001,0.46899283634813493,ANL_027,ANL_031,ANL_005,ANL_018,2.3414046953830763,13702.192952968684,14798.770963050967,15.958444408656804,14.557112690168303,0.45467204746058487,8316.372672798558
93400,ANL_017,12,13,18,ANL_001,0.46899283634813493,ANL_027,ANL_031,ANL_005,ANL_018,2.204713661224285,15000.871750970036,18406.355432589582,10.837060476888999,11.124066437626192,0.468282353106552,-8841.389398986023
93400,ANL_017,18,19,24,ANL_001,0.46899283634813493,ANL_027,ANL_031,ANL_005,ANL_018,3.795769652726245,34762.9981630738,35709.308256530465,15.918019524399107,17.33903746946603,-1.9217467044313223,-34762.9981630738
93400,ANL_018,6,7,12,ANL_024,0.5301720814768669,ANL_004,ANL_014,ANL_026,ANL_017,1.556480178106781,6147.785407486163,8218.236590693623,8.997257657270593,8.335038775683373,-7.588547204187149,6147.785407486163
93400,ANL_018,9,10,15,ANL_024,0.5301720814768669,ANL_004,ANL_014,ANL_026,ANL_017,5.905054867040619,20965.159173569336,21633.078229975315,27.740648037295827,24.180338443447834,-10.149919981083613,20965.159173569336
93400,ANL_018,12,13,18,ANL_024,0.5301720814768669,ANL_004,ANL_014,ANL_026,ANL_017,10.534078641912888,32867.28300628111,33252.721351959815,36.98431560190591,31.14964239266153,-19.05186084622992,32867.28300628111
93400,ANL_018,18,19,24,ANL_024,0.5301720814768669,ANL_004,ANL_014,ANL_026,ANL_017,20.56795672887247,84989.21696331621,85782.47681996046,79.86847222760565,56.93240476563561,-244.5161501758988,84989.21696331621
93400,ANL_019,6,7,12,ANL_012,0.5553278601634728,ANL_029,ANL_010,ANL_036,ANL_034,1.6573361647250127,7460.0015446602265,8388.827793893752,7.584168725973865,7.949139023152567,0.38530231786625035,-7460.0015446602265
93400,ANL_019,9,10,15,ANL_012,0.5553278601634728,ANL_029,ANL_010,ANL_036,ANL_034,0.6434128622419013,3061.9213848014283,4117.261989091716,2.619318151137008,2.561415191345701,0.863379145719432,2875.331964806091
93400,ANL_019,12,13,18,ANL_012,0.5553278601634728,ANL_029,ANL_010,ANL_036,ANL_034,3.2548750476613777,19295.491077999857,19682.392863041907,14.131015486799958,13.16885961569317,-1.1485407651585793,19295.491077999857
93400,ANL_019,18,19,24,ANL_012,0.5553278601634728,ANL_029,ANL_010,ANL_036,ANL_034,8.965869744792567,57444.854858988605,58058.410299718205,29.515895567468814,25.68372948963555,-10.280691810003702,57444.854858988605
93400,ANL_020,6,7,12,ANL_004,0.5558287330442346,ANL_009,ANL_016,ANL_026,ANL_032,6.492420384410569,58916.11802037215,59244.31734857911,28.59986974493806,33.395963993019315,-11.627468407211952,-58916.11802037215
93400,ANL_020,9,10,15,ANL_004,0.5558287330442346,ANL_009,ANL_016,ANL_026,ANL_032,6.221866079126902,63331.59708617284,64240.26634636443,26.62620780844962,30.754149264593682,-7.477665858363697,-63331.59708617284
93400,ANL_020,12,13,18,ANL_004,0.5558287330442346,ANL_009,ANL_016,ANL_026,ANL_032,4.6669754145931925,51193.75040464167,52496.65957362156,19.431575738713736,21.62234057227818,-8.587800599696719,-51193.75040464167
93400,ANL_020,18,19,24,ANL_004,0.5558287330442346,ANL_009,ANL_016,ANL_026,ANL_032,1.8717434933798276,19565.11453118247,21947.57464584782,6.170852909838349,6.424135862403353,-0.6448420120677081,-19565.11453118247
93400,ANL_021,6,7,12,ANL_013,0.449489845512667,ANL_036,ANL_010,ANL_019,ANL_004,4.1867669524580755,35823.652752012276,43724.49135522916,23.925687083113722,28.466768565332274,-0.5722000191632857,-35672.146466375656
93400,ANL_021,9,10,15,ANL_013,0.449489845512667,ANL_036,ANL_010,ANL_019,ANL_004,6.591990364463834,73961.30789048866,80261.64639599185,35.178108312518624,43.22321457143225,-2.2451055060984,-73961.30789048866
93400,ANL_021,12,13,18,ANL_013,0.449489845512667,ANL_036,ANL_010,ANL_019,ANL_004,7.8347376947672025,109532.48196837086,113651.77505755439,38.30013679904712,47.58507945702284,-4.832058199695591,-109532.48196837086
93400,ANL_021,18,19,24,ANL_013,0.449489845512667,ANL_036,ANL_010,ANL_019,ANL_004,7.216456258630047,138925.69742459495,140413.38614803203,34.053271478133176,41.134999777253185,-13.276835141417484,-138925.69742459495
93400,ANL_022,6,7,12,ANL_030,0.4410640241246315,ANL_029,ANL_008,ANL_034,ANL_014,16.923522681353774,31477.75218731802,31659.161712628626,56.9994178935992,44.14969767789304,-37.409025019313496,31477.75218731802
93400,ANL_022,9,10,15,ANL_030,0.4410640241246315,ANL_029,ANL_008,ANL_034,ANL_014,22.88371411784924,36073.314842524596,36315.40428776919,55.70668774889911,43.37046709361411,-42.65236039372102,36073.314842524596
93400,ANL_022,12,13,18,ANL_030,0.4410640241246315,ANL_029,ANL_008,ANL_034,ANL_014,15.623135114548953,45385.20750776471,45657.12411258497,62.85043086766782,47.70420778206567,-115.46913945266347,45385.20750776471
93400,ANL_022,18,19,24,ANL_030,0.4410640241246315,ANL_029,ANL_008,ANL_034,ANL_014,14.408194070169827,54084.9703761069,54185.02447310518,61.39902145402565,46.924354779125935,-101.327969194312,54084.9703761069
93400,ANL_023,6,7,12,ANL_025,0.45237717645586956,ANL_015,ANL_033,ANL_007,ANL_003,5.867783483225492,38381.171763777944,38733.156905856325,35.68873153208871,43.482875150845615,-16.5821037166465,-38381.171763777944
93400,ANL_023,9,10,15,ANL_025,0.45237717645586956,ANL_015,ANL_033,ANL_007,ANL_003,7.123786737466902,38140.75419239779,38797.85839359232,31.140877176303878,36.99238083216716,-12.11524474753915,-38140.75419239779
93400,ANL_023,12,13,18,ANL_025,0.45237717645586956,ANL_015,ANL_033,ANL_007,ANL_003,6.09953254035655,35779.85788173152,36440.25748264681,25.612456871826815,29.49794154979023,-10.605738020936789,-35779.85788173152
93400,ANL_023,18,19,24,ANL_025,0.45237717645586956,ANL_015,ANL_033,ANL_007,ANL_003,4.384649722088134,32635.463722645753,33323.32499506103,18.844067379201583,20.869341534021192,-6.103609928363449,-32635.463722645753
93400,ANL_024,6,7,12,ANL_018,0.5301720814768669,ANL_004,ANL_014,ANL_001,ANL_026,9.066875612502272,31521.899754425398,31881.614530327723,62.93026258997357,46.8949709828441,-7.895550895069068,31521.899754425398
93400,ANL_024,9,10,15,ANL_018,0.5301720814768669,ANL_004,ANL_014,ANL_001,ANL_026,6.7593875953362925,27052.759003434676,27610.113127158384,39.08771283444637,32.150157677236805,-4.2006277408814015,27052.759003434676
93400,ANL_024,12,13,18,ANL_018,0.5301720814768669,ANL_004,ANL_014,ANL_001,ANL_026,3.089343652858781,14719.599108180146,17344.426768425757,16.971801659731632,15.08166304419955,-0.23070615197347277,14697.314278747801
93400,ANL_024,18,19,24,ANL_018,0.5301720814768669,ANL_004,ANL_014,ANL_001,ANL_026,1.6853184431566106,11307.197980653737,13962.36764896364,8.055389483876095,7.55610308731523,0.4186165034633311,10885.705401921732
93400,ANL_025,6,7,12,ANL_003,0.5172468675437097,ANL_015,ANL_023,ANL_029,ANL_007,49.76104946100731,54249.49612239017,54251.45459583924,299.65803893440824,117.98666652250806,-129.99365171132675,54249.49612239017
93400,ANL_025,9,10,15,ANL_003,0.5172468675437097,ANL_015,ANL_023,ANL_029,ANL_007,39.34384723412772,61956.723431942635,61979.03693956243,229.92184312884984,106.39703033641669,-171.4074015828418,61956.723431942635
93400,ANL_025,12,13,18,ANL_003,0.5172468675437097,ANL_015,ANL_023,ANL_029,ANL_007,38.86645013051726,73916.92152094736,73941.17155013104,205.17488747897247,100.65380488500206,-131.16218629680736,73916.92152094736
93400,ANL_025,18,19,24,ANL_003,0.5172468675437097,ANL_015,ANL_023,ANL_029,ANL_007,35.64731023004344,85798.88192251102,85870.83265470975,144.40782667595693,83.59997208869662,-132.35991442078281,85798.88192251102
93400,ANL_026,6,7,12,ANL_004,0.545466635726446,ANL_020,ANL_009,ANL_024,ANL_018,3.978287123191782,27222.623126576727,31658.918940046417,30.204565080399377,24.743818339777388,-0.7774163730655241,27222.623126576727
93400,ANL_026,9,10,15,ANL_004,0.545466635726446,ANL_020,ANL_009,ANL_024,ANL_018,2.0696723520893228,17261.06741642495,20034.90013584649,12.22577362743975,11.712692796929135,0.5362446853709368,183.17292333149817
93400,ANL_026,12,13,18,ANL_004,0.545466635726446,ANL_020,ANL_009,ANL_024,ANL_018,3.490792954179256,34215.800502423015,42161.240220179934,15.005105504721266,16.7716474692955,-0.5813791784885716,-33993.005919612806
93400,ANL_026,18,19,24,ANL_004,0.545466635726446,ANL_020,ANL_009,ANL_024,ANL_018,7.717600156866578,107938.35579393596,110643.39869814788,32.186297582961146,38.473831363648216,-8.735865385488216,-107938.35579393596
93400,ANL_027,6,7,12,ANL_011,0.5748776812009455,ANL_010,ANL_017,ANL_013,ANL_007,0.5697270006349431,3488.4384248877564,4051.309273274728,4.238267025016534,4.111246737741739,0.9297061403102358,2448.1159194237066
93400,ANL_027,9,10,15,ANL_011,0.5748776812009455,ANL_010,ANL_017,ANL_013,ANL_007,3.8771679291520775,29238.20799972696,29275.01257919398,24.61030188766847,21.85826063778491,-1.137012867385005,29238.20799972696
93400,ANL_027,12,13,18,ANL_011,0.5748776812009455,ANL_010,ANL_017,ANL_013,ANL_007,7.875343050963798,60043.763241380075,60334.78150284653,37.73967548729222,31.668792923156637,-4.710672852330492,60043.763241380075
93400,ANL_027,18,19,24,ANL_011,0.5748776812009455,ANL_010,ANL_017,ANL_013,ANL_007,7.561607890520976,72700.85666318184,73561.54609025047,28.378334043402614,24.80410648590349,-8.24858443732358,72700.85666318184
93400,ANL_028,6,7,12,ANL_031,0.5618704155756082,ANL_005,ANL_001,ANL_014,ANL_017,9.75337207034647,48068.51891149554,48568.912137574,35.67296760637987,43.499112732092044,-15.761894647496984,-48068.51891149554
93400,ANL_028,9,10,15,ANL_031,0.5618704155756082,ANL_005,ANL_001,ANL_014,ANL_017,9.390063947141096,55079.76759794288,55247.33686948068,36.28663287533886,44.39235718462437,-48.58463446157208,-55079.76759794288
93400,ANL_028,12,13,18,ANL_031,0.5618704155756082,ANL_005,ANL_001,ANL_014,ANL_017,7.358955025418238,45871.71165298888,46075.25868217461,27.081369816901763,31.333605538840136,-11.370234161625275,-45871.71165298888
93400,ANL_028,18,19,24,ANL_031,0.5618704155756082,ANL_005,ANL_001,ANL_014,ANL_017,5.965875061682081,41500.38159819634,41841.371130692256,19.652234388066823,21.841241526186074,-14.33412005870591,-41500.38159819634
93400,ANL_029,6,7,12,ANL_019,0.5076023352360142,ANL_036,ANL_025,ANL_022,ANL_006,4.698944231790055,8893.221853085857,9753.513090403141,12.92607626449049,11.967903768187762,-0.8025175471235904,8893.221853085857
93400,ANL_029,9,10,15,ANL_019,0.5076023352360142,ANL_036,ANL_025,ANL_022,ANL_006,5.123215606805995,16691.43644697393,17676.475891257254,20.58199682982032,18.49052571053271,-28.128414204087672,16691.43644697393
93400,ANL_029,12,13,18,ANL_019,0.5076023352360142,ANL_036,ANL_025,ANL_022,ANL_006,7.485142878248662,34564.34840914916,35131.018308699924,38.373420551747664,32.07786200418592,-24.52937654433291,34564.34840914916
93400,ANL_029,18,19,24,ANL_019,0.5076023352360142,ANL_036,ANL_025,ANL_022,ANL_006,14.337468091784627,66677.6604315584,67301.51526878003,60.51053592570014,46.33895370133268,-136.94639109834134,66677.6604315584
93400,ANL_030,6,7,12,ANL_022,0.4410640241246315,ANL_014,ANL_001,ANL_002,ANL_003,4.977281209555472,11745.388198309005,11774.634592304012,24.876681403889624,22.06921567178392,-4.550863268435104,11745.388198309005
93400,ANL_030,9,10,15,ANL_022,0.4410640241246315,ANL_014,ANL_001,ANL_002,ANL_003,7.3521670459529265,15797.049919110606,15895.428643940086,28.172704015556565,24.643653152034503,-8.004050029337318,15797.049919110606
93400,ANL_030,12,13,18,ANL_022,0.4410640241246315,ANL_014,ANL_001,ANL_002,ANL_003,6.903316989935618,17144.701531641014,17252.689694824443,26.320541689194627,23.12895075956407,-3.9205942157239964,17144.701531641014
93400,ANL_030,18,19,24,ANL_022,0.4410640241246315,ANL_014,ANL_001,ANL_002,ANL_003,9.781394459437958,29582.964478353097,29831.159282043343,34.27223799086327,29.179661451754313,-20.674130498075346,29582.964478353097
93400,ANL_031,6,7,12,ANL_028,0.5618704155756082,ANL_005,ANL_017,ANL_001,ANL_012,2.810216691606718,17111.97147853163,18261.75334500365,14.501546841121565,15.749090465089644,-0.9459961006857049,-17111.97147853163
93400,ANL_031,9,10,15,ANL_028,0.5618704155756082,ANL_005,ANL_017,ANL_001,ANL_012,3.784046033758767,24117.617396161502,25951.8533263685,16.45571014292685,18.060120552948575,-1.0947599932790926,-24117.617396161502
93400,ANL_031,12,13,18,ANL_028,0.5618704155756082,ANL_005,ANL_017,ANL_001,ANL_012,2.812986657713039,20940.639858195238,22278.794192667738,12.191766139427594,13.079607322961294,-0.8167365626014205,-20940.639858195238
