seed,drug_id,cutoff_month,p,q,m,fallback,start_config
93400,ANL_012,12,0.004843407150699857,0.19646519252870662,4290204.08731341,False,"(0.05, 0.2)"
93400,ANL_012,18,0.0022567147024989214,0.15963504934943254,10993130.859379306,False,"(0.001, 0.05)"
93400,ANL_013,6,0.0007969280297810247,0.19702174667022607,23869799.99994011,False,"(0.05, 0.2)"
93400,ANL_013,9,0.004898207025559042,0.20980597796231545,3824608.220053883,False,"(0.005, 0.1)"
93400,ANL_013,12,0.003954507684085581,0.2109530477132323,4639648.78517409,False,"(0.005, 0.1)"
93400,ANL_013,18,0.0031047971423520987,0.18513782294447306,6850994.086876289,False,"(0.05, 0.2)"
93400,ANL_014,6,0.0015155792205031931,0.02856101912564502,19429399.999999996,False,"(0.05, 0.2)"
93400,ANL_014,9,0.000917895520084367,0.038436987297126364,31062199.99999994,False,"(0.01, 0.3)"
93400,ANL_014,12,0.000635394573480819,0.0411189875324473,44291599.99998276,False,"(0.01, 0.1)"
93400,ANL_014,18,0.0022949960491261607,0.04242986327163307,12336046.516309028,False,"(0.05, 0.5)"
93400,ANL_015,6,0.046199552925140906,0.12963316763743285,1430938.0549689454,False,"(0.05, 0.2)"
93400,ANL_015,9,0.0008866726924499283,0.045018968384277325,77742099.99999997,False,"(0.01, 0.1)"
93400,ANL_015,12,0.014894598863518137,0.06745751209999971,4578139.119886604,False,"(0.05, 0.2)"
93400,ANL_015,18,0.0032566373566455084,0.042821599668766024,21612436.41130471,False,"(0.001, 0.05)"
93400,ANL_016,6,0.025213459188562333,0.11979128515783194,3625218.933616543,False,"(0.001, 0.05)"
93400,ANL_016,9,0.011051675634810467,0.08048922773742902,8650424.52939506,False,"(0.001, 0.05)"
93400,ANL_016,12,0.004913493278976133,0.0683770003569168,19669055.81686432,False,"(0.02, 0.2)"
93400,ANL_016,18,0.0030213760854573275,0.06670581454573773,31754454.00012606,False,"(0.005, 0.1)"
93400,ANL_017,6,0.019450317239409414,0.24929062534259036,658333.1200145351,False,"(0.02, 0.2)"
93400,ANL_017,9,0.001438392478580012,0.16604989706809925,10105376.119965767,False,"(0.02, 0.2)"
93400,ANL_017,12,0.003881388733367557,0.17659471014498226,3671167.8809412178,False,"(0.01, 0.3)"
93400,ANL_017,18,0.002830703651857782,0.16184324836962827,5397109.145927767,False,"(0.05, 0.5)"
93400,ANL_018,6,0.02571461936829158,0.09718765234525739,1745455.6726768627,False,"(0.01, 0.1)"
93400,ANL_018,9,0.01713899039312714,0.07589788178019134,2675225.4468673514,False,"(0.02, 0.2)"
93400,ANL_018,12,0.024777669406682773,0.09918756104778673,1790995.9920102563,False,"(0.001, 0.05)"
93400,ANL_018,18,0.0003722111623270826,0.04050315488038603,127289999.99999663,False,"(0.01, 0.3)"
93400,ANL_019,6,0.0012581658700580288,0.07955747195377831,37523299.99994669,False,"(0.01, 0.1)"
93400,ANL_019,9,0.019226877808165333,0.122731752995321,2351228.9947389197,False,"(0.05, 0.5)"
93400,ANL_019,12,0.0047979435741373816,0.08187077959586662,9954622.293009492,False,"(0.05, 0.5)"
93400,ANL_019,18,0.004659603437541593,0.08126737292348621,10266920.039526522,False,"(0.001, 0.05)"
93400,ANL_020,6,0.03199955852083797,0.08559409714504641,4205945.240159975,False,"(0.001, 0.05)"
93400,ANL_020,9,0.0008943052385669017,0.04339684053770411,150649499.99998006,False,"(0.005, 0.1)"
93400,ANL_020,12,0.0006116852842478107,0.04654955061184534,216812799.99998048,False,"(0.01, 0.1)"
93400,ANL_020,18,0.007277184421698343,0.06233623654617827,17693199.34309929,False,"(0.02, 0.2)"
93400,ANL_021,6,0.0046772989659089265,0.20455384088891185,4682079.941600203,False,"(0.001, 0.05)"
93400,ANL_021,9,0.0027378581417603033,0.19898141160613364,8014293.256612128,False,"(0.05, 0.5)"
93400,ANL_021,12,0.004223808807636395,0.21276751328498444,4965668.127162442,False,"(0.01, 0.3)"
93400,ANL_021,18,0.0030278664612871653,0.1934685275066251,7598713.485441926,False,"(0.005, 0.1)"
93400,ANL_022,6,0.0014154988160908774,0.04753146840168789,26219199.999979693,False,"(0.05, 0.5)"
93400,ANL_022,9,0.02308467008834492,0.08389618012618569,1575736.4623732085,False,"(0.05, 0.5)"
93400,ANL_022,12,0.009935412435443656,0.06144904624176827,3690712.771956294,False,"(0.001, 0.05)"
93400,ANL_022,18,0.006094131947204285,0.05665658256198105,5984622.011353016,False,"(0.01, 0.1)"
93400,ANL_023,6,0.0014687091138402934,0.03731371491898346,50828299.99999999,False,"(0.005, 0.1)"
93400,ANL_023,9,0.0009170900661476419,0.038613344319769184,81007399.99997753,False,"(0.05, 0.5)"
93400,ANL_023,12,0.0006342714089600203,0.04136695000087388,115164499.99992844,False,"(0.05, 0.5)"
93400,ANL_023,18,0.0003663953793843165,0.042008389058353184,198596899.99275947,False,"(0.05, 0.5)"
93400,ANL_024,6,0.0010568270834397356,0.12561320239752252,15956199.999981744,False,"(0.02, 0.2)"
93400,ANL_024,9,0.0005848975816382465,0.12025079261797322,29264795.180948023,False,"(0.01, 0.3)"
93400,ANL_024,12,0.0006564289158687494,0.11976210430940482,26157624.083638206,False,"(0.05, 0.2)"
93400,ANL_024,18,0.0028472221109245755,0.12599338355983883,6022705.257972016,False,"(0.02, 0.2)"
93400,ANL_025,6,0.022206330917772597,0.22538482489586695,188201.390786622,False,"(0.005, 0.1)"
93400,ANL_025,9,0.00048431179986092973,0.15227052234486696,9265599.999999998,False,"(0.01, 0.1)"
93400,ANL_025,12,0.0034416044844147865,0.17039094448741124,1241285.3792786873,False,"(0.01, 0.3)"
93400,ANL_025,18,0.003306021794201292,0.15767251573812094,1403255.222634882,False,"(0.005, 0.1)"
93400,ANL_026,6,0.0009490046282139864,0.15309789672407492,28616699.999999452,False,"(0.01, 0.1)"
93400,ANL_026,9,0.0027208291921823288,0.1500819305203286,10202349.87173698,False,"(0.005, 0.1)"
93400,ANL_026,12,0.0027991684418622134,0.14852831101493513,9980670.195574723,False,"(0.01, 0.3)"
93400,ANL_026,18,0.003293718527992103,0.1508489922494106,8456118.503068542,False,"(0.01, 0.3)"
93400,ANL_027,6,0.006241598168851629,0.15023879843847496,4367946.790709954,False,"(0.005, 0.1)"
93400,ANL_027,9,0.0005452851277703409,0.13230360675149924,51182599.99999999,False,"(0.001, 0.05)"
93400,ANL_027,12,0.008303614500140123,0.15801649787415262,3242457.9298511534,False,"(0.005, 0.1)"
93400,ANL_027,18,0.0034537173588898617,0.12672860147009218,8572104.882577324,False,"(0.05, 0.2)"
93400,ANL_028,6,0.0014308014111481659,0.044552184932209395,62752899.99999999,False,"(0.01, 0.1)"
93400,ANL_028,9,0.0009087729712362608,0.04034995380749451,99812399.999815,False,"(0.05, 0.5)"
93400,ANL_028,12,0.003058589895679376,0.04749350859430543,29216764.698982134,False,"(0.02, 0.2)"
93400,ANL_028,18,0.00036973100979504616,0.04115850014709351,244970499.86104754,False,"(0.01, 0.1)"
93400,ANL_029,6,0.001504803671248325,0.03055621159863741,32123699.999999996,False,"(0.01, 0.3)"
93400,ANL_029,9,0.0009235846072525307,0.03726821526609243,51354299.99955812,False,"(0.001, 0.05)"
93400,ANL_029,12,0.0006093945952576715,0.04707108449193139,74637999.99999778,False,"(0.01, 0.3)"
93400,ANL_029,18,0.003600243829590557,0.05128905641289858,12652275.441277798,False,"(0.001, 0.05)"
93400,ANL_030,6,0.0013108430263769947,0.06850064142935255,20376199.999991696,False,"(0.01, 0.1)"
93400,ANL_030,9,0.01520728762291287,0.09033466396210442,1744258.685427219,False,"(0.05, 0.2)"
93400,ANL_030,12,0.0016793571178896317,0.06234424449058994,16222122.017854398,False,"(0.01, 0.1)"
93400,ANL_030,18,0.0003070759312948381,0.05834892500130552,89310199.99999999,False,"(0.05, 0.5)"
93400,ANL_031,6,0.017345503035128763,0.11209244786093,3328959.0633495273,False,"(0.01, 0.3)"
93400,ANL_031,9,0.026707701958923153,0.14430258487504188,2077517.7665363248,False,"(0.05, 0.2)"
93400,ANL_031,12,0.003418541169870016,0.0728006919952545,17888331.81498885,False,"(0.01, 0.3)"
93400,ANL_031,18,0.003546346868770026,0.07580371083312781,16993701.86112902,False,"(0.005, 0.1)"
93400,ANL_032,6,0.03172631362194737,0.24270381371566682,1230825.0846403893,False,"(0.001, 0.05)"
93400,ANL_032,9,0.010758136116573603,0.1455671938556516,4152494.729021499,False,"(0.05, 0.2)"
93400,ANL_032,12,0.0003888875361579514,0.10790165965875666,122910799.99999999,False,"(0.01, 0.1)"
93400,ANL_032,18,0.002958012658364274,0.11256036858442366,16331354.364546094,False,"(0.01, 0.1)"
93400,ANL_033,6,0.022658512251549044,0.08097922805652007,3278686.768468403,False,"(0.01, 0.3)"
93400,ANL_033,9,0.019859185581841958,0.07182484228509863,3788511.6229359587,False,"(0.05, 0.2)"
93400,ANL_033,12,0.000640732946106829,0.03992743650803874,119414099.99778575,False,"(0.005, 0.1)"
93400,ANL_033,18,0.003324804203578461,0.04897992467444259,22432509.93386799,False,"(0.01, 0.1)"
93400,ANL_034,6,0.037799375474757986,0.10116449620087965,2560252.003751418,False,"(0.02, 0.2)"
93400,ANL_034,9,0.0009068723715942369,0.040750934038086446,109302699.96620844,False,"(0.005, 0.1)"
93400,ANL_034,12,0.009073982388844843,0.05128851343883813,10917042.919684695,False,"(0.05, 0.2)"
93400,ANL_034,18,0.0003703612462197909,0.040987721640477814,264719099.99999976,False,"(0.05, 0.2)"
93400,ANL_035,6,0.02335299119497061,0.1809277303435883,2984071.9462811276,False,"(0.01, 0.1)"
93400,ANL_035,9,0.015628238190809066,0.16193714068838352,4497441.271622617,False,"(0.001, 0.05)"
93400,ANL_035,12,0.004173298643246949,0.11524508205431705,18316448.62953853,False,"(0.01, 0.1)"
93400,ANL_035,18,0.004447336212531627,0.11498828185503648,17274916.16286954,False,"(0.05, 0.2)"
93400,ANL_036,6,0.0008431195769179126,0.18269571483465438,22175099.99999988,False,"(0.02, 0.2)"
93400,ANL_036,9,0.00439671941966428,0.19190413941304357,4241601.892804742,False,"(0.01, 0.3)"
93400,ANL_036,12,0.0032453557050065025,0.1821492948729796,5927202.302308828,False,"(0.01, 0.1)"
93400,ANL_036,18,0.0032818931493627987,0.17377962444811773,6231007.09316935,False,"(0.01, 0.3)"
94721,ANL_001,6,0.0011732526883756755,0.09811688271455923,38658199.99999972,False,"(0.01, 0.3)"
94721,ANL_001,9,0.007924997379215964,0.1108517624123723,5701967.889542282,False,"(0.01, 0.1)"
94721,ANL_001,12,0.0032959476803762493,0.09715125521052716,14010078.289490912,False,"(0.01, 0.3)"
94721,ANL_001,18,0.003940979337302854,0.1015799411462994,11528091.426590031,False,"(0.05, 0.5)"
94721,ANL_002,6,0.0013708899522963164,0.05631796784953902,50066899.999544,False,"(0.005, 0.1)"
94721,ANL_002,9,0.0008309653405697533,0.05720035100650452,82115399.99991705,False,"(0.05, 0.2)"
94721,ANL_002,12,0.013225037439350263,0.07593484427361112,5144325.133050896,False,"(0.02, 0.2)"
94721,ANL_002,18,0.0003586142185611572,0.044029247281720224,200077399.99999994,False,"(0.02, 0.2)"
94721,ANL_003,6,0.028133504023070247,0.26865896600688366,507994.5438042685,False,"(0.001, 0.05)"
94721,ANL_003,9,0.007891469040633921,0.19629079219645632,1916361.5489947833,False,"(0.05, 0.5)"
94721,ANL_003,12,0.0017087778854200607,0.16387934392197184,9502847.624508582,False,"(0.01, 0.1)"
94721,ANL_003,18,0.002465252827536693,0.15822792980264958,6985111.187320853,False,"(0.05, 0.5)"
94721,ANL_004,6,0.008088029491755043,0.19728562499654584,4335721.063171635,False,"(0.005, 0.1)"
94721,ANL_004,9,0.0004448968263699712,0.1663603967722643,81874699.99999933,False,"(0.001, 0.05)"
94721,ANL_004,12,0.001835599824517776,0.1645164991963366,20408556.777622104,False,"(0.001, 0.05)"
94721,ANL_004,18,0.003152867351764436,0.17616650624594687,11381856.098697698,False,"(0.05, 0.5)"
94721,ANL_005,6,0.0014448076599856156,0.04186614845848159,72334199.99999999,False,"(0.001, 0.05)"
94721,ANL_005,9,0.012040524024448381,0.0608061495097633,8557715.901106311,False,"(0.01, 0.3)"
94721,ANL_005,12,0.000613470649124519,0.046137646480838394,167102299.99998945,False,"(0.05, 0.5)"
94721,ANL_005,18,0.007268033274903357,0.059702686158565846,13859496.870694017,False,"(0.005, 0.1)"
94721,ANL_006,6,0.001402028576414992,0.05014533423387892,47546799.99997942,False,"(0.01, 0.1)"
94721,ANL_006,9,0.0008291662577598468,0.05756701287411467,77961699.99999982,False,"(0.001, 0.05)"
94721,ANL_006,12,0.014901513292356994,0.08406124965415188,4264401.295517371,False,"(0.01, 0.3)"
94721,ANL_006,18,0.007851649186553827,0.06513549077833536,8330897.620732577,False,"(0.005, 0.1)"
94721,ANL_007,6,0.0013731718692120082,0.05586541768832995,30469599.999999624,False,"(0.001, 0.05)"
94721,ANL_007,9,0.021271657890231787,0.08939432714262185,1932946.120812351,False,"(0.001, 0.05)"
94721,ANL_007,12,0.01549606798574341,0.07511687847693671,2695270.2679999797,False,"(0.01, 0.3)"
94721,ANL_007,18,0.0037361561731806218,0.04985077908663907,11504272.655583104,False,"(0.02, 0.2)"
94721,ANL_008,6,0.0014831450294460163,0.03460067358193499,61995999.988553286,False,"(0.01, 0.3)"
94721,ANL_008,9,0.0008547575171366529,0.05189689464565805,101704999.99999945,False,"(0.01, 0.3)"
94721,ANL_008,12,0.005360277897287135,0.056006847216967144,16373461.128096232,False,"(0.005, 0.1)"
94721,ANL_008,18,0.006691991039026499,0.05742060858339722,13153267.674809853,False,"(0.02, 0.2)"
94721,ANL_009,6,0.0011207809454562034,0.1102479871592458,26268499.99999988,False,"(0.02, 0.2)"
94721,ANL_009,9,0.0006440195161515284,0.10338982848551796,46487699.999999985,False,"(0.005, 0.1)"
94721,ANL_009,12,0.00037546352500731717,0.11227015283011312,75931499.99999121,False,"(0.05, 0.2)"
94721,ANL_009,18,0.005117425854668671,0.1422347925885684,4983985.272225969,False,"(0.02, 0.2)"
94721,ANL_010,6,0.00116965695448351,0.09902842045647699,38862899.99999999,False,"(0.05, 0.5)"
94721,ANL_010,9,0.0006125015827008776,0.1121284544871281,70781999.99999999,False,"(0.05, 0.2)"
94721,ANL_010,12,0.0036397101035953016,0.11831259389537409,11894442.077400139,False,"(0.01, 0.1)"
94721,ANL_010,18,0.002814085369410824,0.11404676495305749,15586447.906808702,False,"(0.05, 0.2)"
94721,ANL_011,6,0.0013840551032936702,0.053702647617633076,44356899.99996374,False,"(0.02, 0.2)"
94721,ANL_011,9,0.0008368391121250361,0.05588347269333385,72548399.99999999,False,"(0.05, 0.5)"
94721,ANL_011,12,0.013723924971379795,0.07972691666577732,4344812.569971005,False,"(0.05, 0.5)"
94721,ANL_011,18,0.0075137605031482535,0.06061727259087672,8248571.100309498,False,"(0.01, 0.1)"
94721,ANL_012,6,0.0349602845079735,0.17302410273000002,298925.4008707779,False,"(0.01, 0.3)"
94721,ANL_012,9,0.0006806508255930306,0.09352757553617214,16087299.999999996,False,"(0.01, 0.3)"
94721,ANL_012,12,0.002620160791775369,0.1021096844291906,4100132.88036,False,"(0.001, 0.05)"
94721,ANL_012,18,0.005730257703412149,0.1154097908223983,1810395.8852952253,False,"(0.001, 0.05)"
94721,ANL_013,6,0.000743250863565022,0.21365160567941568,4620699.999999849,False,"(0.005, 0.1)"
94721,ANL_013,9,0.008775020206882948,0.24677812727785015,375362.5568629085,False,"(0.05, 0.5)"
94721,ANL_013,12,0.004548780836720538,0.20738008954819204,806726.6504482063,False,"(0.005, 0.1)"
94721,ANL_013,18,0.0031834146520888346,0.19346696913073472,1213940.9936768846,False,"(0.02, 0.2)"
94721,ANL_014,6,0.007474558395133134,0.14745646147953956,3213002.1277954252,False,"(0.01, 0.1)"
94721,ANL_014,9,0.010767873967524873,0.1521603344284094,2238176.6135583795,False,"(0.001, 0.05)"
94721,ANL_014,12,0.0013214581449715716,0.11895652394278838,19258982.989980385,False,"(0.001, 0.05)"
94721,ANL_014,18,0.002182750523072784,0.12378631764158338,11511477.010590147,False,"(0.005, 0.1)"
94721,ANL_015,6,0.0040025928380630115,0.2562562014442785,3020587.4858780736,False,"(0.02, 0.2)"
94721,ANL_015,9,0.002776045123580891,0.23859674739026776,4584269.847302901,False,"(0.05, 0.5)"
94721,ANL_015,12,0.0035303441246185667,0.22803258360376402,3868893.397344134,False,"(0.01, 0.1)"
94721,ANL_015,18,0.0037438878011228412,0.2058171198985795,4314935.443232405,False,"(0.01, 0.1)"
94721,ANL_016,6,0.03171320932907811,0.08590200933335622,5636859.4427744765,False,"(0.005, 0.1)"
94721,ANL_016,9,0.017691974018087288,0.06326300564823817,10177691.396752479,False,"(0.01, 0.1)"
94721,ANL_016,12,0.0032854064493312166,0.039501524361798844,55636089.379020065,False,"(0.001, 0.05)"
94721,ANL_016,18,0.00036619417223715864,0.04203544206061642,479575399.99999994,False,"(0.01, 0.1)"
94721,ANL_017,6,0.00859907658635379,0.13379935017927888,325109.3523495561,False,"(0.01, 0.3)"
94721,ANL_017,9,0.010819455608027748,0.1384339567912264,257854.7569934561,False,"(0.01, 0.1)"
94721,ANL_017,12,0.00370745168699609,0.1150700594265673,780489.9678649725,False,"(0.05, 0.2)"
94721,ANL_017,18,0.0022949337748804535,0.10546278777054602,1308414.1665241236,False,"(0.05, 0.5)"
94721,ANL_018,6,0.040539094471569906,0.1562097227463326,556799.2983604857,False,"(0.01, 0.1)"
94721,ANL_018,9,0.0007623116889717056,0.07306321354343764,30714599.999999985,False,"(0.05, 0.5)"
94721,ANL_018,12,0.005525209892127145,0.07918800168955517,4266371.943912398,False,"(0.05, 0.5)"
94721,ANL_018,18,0.008499491242738497,0.08957480192482607,2704766.82338171,False,"(0.005, 0.1)"
94721,ANL_019,6,0.018931948499061626,0.07083805303617087,1206716.514386703,False,"(0.005, 0.1)"
94721,ANL_019,9,0.020174677436626057,0.0807259335896962,1111116.1669119578,False,"(0.05, 0.5)"
94721,ANL_019,12,0.0006193679182592981,0.04477415873400387,37035099.99995493,False,"(0.01, 0.1)"
94721,ANL_019,18,0.005597257909474817,0.05188131048456983,4100096.727533336,False,"(0.01, 0.3)"
94721,ANL_020,6,0.001154652244145548,0.1023649794988169,4800599.9999998845,False,"(0.005, 0.1)"
94721,ANL_020,9,0.00828116705973934,0.1023221953588365,690842.8768428107,False,"(0.005, 0.1)"
94721,ANL_020,12,0.003917544002924864,0.0942332851224636,1464130.089091165,False,"(0.001, 0.05)"
94721,ANL_020,18,0.005340235022810977,0.09792702852922691,1068481.055234852,False,"(0.05, 0.5)"
94721,ANL_021,6,0.008302746295598375,0.07065702557415869,904453.0577192552,False,"(0.001, 0.05)"
94721,ANL_021,9,0.01717738870492357,0.0826307996131594,437064.20138379757,False,"(0.02, 0.2)"
94721,ANL_021,12,0.010712577164423155,0.06504540185172647,718993.7374174409,False,"(0.05, 0.5)"
94721,ANL_021,18,0.005948806227682515,0.05522349351881728,1309404.7852500023,False,"(0.05, 0.5)"
94721,ANL_022,6,0.0014077383039584296,0.049040369184053995,119327699.99999999,False,"(0.05, 0.2)"
94721,ANL_022,9,0.026729090969353435,0.0926393967864853,6138782.575181089,False,"(0.05, 0.5)"
94721,ANL_022,12,0.014088528647433788,0.0653304224239927,11911323.835633138,False,"(0.01, 0.1)"
94721,ANL_022,18,0.004604714622129346,0.049316471977506805,36665723.595534146,False,"(0.05, 0.2)"
94721,ANL_023,6,0.05109710932939763,0.16726189841310715,2155280.337802163,False,"(0.001, 0.05)"
94721,ANL_023,9,0.005563851236302528,0.054079858880135334,21713798.698022634,False,"(0.005, 0.1)"
94721,ANL_023,12,0.006425082817109426,0.055774878638248475,18766773.910715904,False,"(0.05, 0.5)"
94721,ANL_023,18,0.008410030823083668,0.06274693631228268,14079820.05171963,False,"(0.05, 0.2)"
94721,ANL_024,6,0.0006435971945951403,0.24880347401857245,27308999.99976447,False,"(0.005, 0.1)"
94721,ANL_024,9,0.006130461342537523,0.2688202460901762,2800417.195812693,False,"(0.02, 0.2)"
94721,ANL_024,12,0.004101216524115066,0.24094175754186944,4587063.827020948,False,"(0.05, 0.2)"
94721,ANL_024,18,0.003811730477587333,0.21907560815886729,5666847.731455456,False,"(0.005, 0.1)"
94721,ANL_025,6,0.038460420277541166,0.1348998037498806,975478.2944438765,False,"(0.05, 0.5)"
94721,ANL_025,9,0.009546357680727084,0.06227490649275558,4201575.585493386,False,"(0.01, 0.3)"
94721,ANL_025,12,0.005418767393018052,0.05158868258637461,7529917.690734595,False,"(0.001, 0.05)"
94721,ANL_025,18,0.0005281277552821249,0.04357108821257285,77751543.20817947,False,"(0.05, 0.5)"
94721,ANL_026,6,0.03985543250350241,0.20853143554527695,1565670.9878871506,False,"(0.001, 0.05)"
94721,ANL_026,9,0.02386300978040518,0.16050074626193178,2704648.3702260326,False,"(0.005, 0.1)"
94721,ANL_026,12,0.00323720420641436,0.08856108387079042,22219626.92074403,False,"(0.001, 0.05)"
94721,ANL_026,18,0.00515111925766015,0.09706478862515198,13590458.162018333,False,"(0.05, 0.5)"
94721,ANL_027,6,0.0011008174303537182,0.11498295321084685,35555199.99999393,False,"(0.05, 0.2)"
94721,ANL_027,9,0.004992567070655607,0.12199687207280817,7815497.57753325,False,"(0.02, 0.2)"
94721,ANL_027,12,0.0010814913336814275,0.1054895835527768,37501217.707434215,False,"(0.01, 0.3)"
94721,ANL_027,18,0.003502485827580595,0.11572502729733729,11259476.419148244,False,"(0.01, 0.3)"
94721,ANL_028,6,0.032151468748216484,0.15737042610048485,141276.30528245974,False,"(0.02, 0.2)"
94721,ANL_028,9,0.0006684103920400111,0.09677308128820229,6907799.999999979,False,"(0.005, 0.1)"
94721,ANL_028,12,0.005797622447290316,0.10840098423610671,788371.2485572236,False,"(0.05, 0.5)"
94721,ANL_028,18,0.003933405468733888,0.09452756501846485,1230117.0234902843,False,"(0.05, 0.2)"
94721,ANL_029,6,0.0009952264177452716,0.1409570732060359,38298899.99999997,False,"(0.01, 0.3)"
94721,ANL_029,9,0.010262373051366182,0.14429463751585553,3864991.468010666,False,"(0.05, 0.2)"
94721,ANL_029,12,0.0040410721014924105,0.1218462644959753,10193489.756303357,False,"(0.001, 0.05)"
94721,ANL_029,18,0.0029197175100467553,0.11738942651479187,14184513.986753913,False,"(0.001, 0.05)"
94721,ANL_030,6,0.0009681598805026334,0.14796099364154341,28349999.999996208,False,"(0.01, 0.1)"
94721,ANL_030,9,0.0025460257872275053,0.1540536981806576,10702213.084859151,False,"(0.005, 0.1)"
94721,ANL_030,12,0.0018523072085394423,0.15255466523781142,14708979.62926908,False,"(0.005, 0.1)"
94721,ANL_030,18,0.0036933115350383868,0.17332651700309865,6661935.199611648,False,"(0.005, 0.1)"
94721,ANL_031,6,0.0013995776935223077,0.05062288116641923,23826199.999997396,False,"(0.05, 0.5)"
