held_out_drug,model,MAE,RMSE,MAPE,R2,MASE,Bias
ANL_008,Bass_Only,92459.329,116637.6873,24.8293,-0.9499,0.6956,90912.8358
ANL_008,Analog_Bass_Static,92459.4409,116637.8019,24.8293,-0.9499,0.6957,90912.9499
ANL_008,Analog_Bass_Adaptive,92459.4409,116637.8019,24.8293,-0.9499,0.6957,90912.9499
ANL_009,Naive,139430.1,162611.1885,67.837,-2.7766,1.0,139430.1
ANL_009,ARIMA,136648.0962,160199.3441,65.8355,-2.6654,0.98,136648.0962
ANL_009,Analog_Only,63166.4294,74410.6476,30.5086,0.2092,0.453,63166.4294
ANL_009,Bass_Only,118273.397,142205.1744,54.9893,-1.8882,0.8483,118273.397
ANL_009,Analog_Bass_Static,118273.4739,142205.2523,54.9893,-1.8882,0.8483,118273.4739
ANL_009,Analog_Bass_Adaptive,118273.4739,142205.2523,54.9893,-1.8882,0.8483,118273.4739
ANL_010,Naive,193612.4333,224487.6516,39.2215,-2.9039,1.0,193612.4333
ANL_010,ARIMA,192988.4792,223949.3635,39.0715,-2.8852,0.9968,192988.4792
ANL_010,Analog_Only,492504.3532,573562.1959,99.9012,-24.4842,2.5438,-492504.3532
ANL_010,Bass_Only,68001.4073,75662.5225,14.3906,0.5565,0.3512,68001.4073
ANL_010,Analog_Bass_Static,78811.9815,88759.6046,16.4152,0.3897,0.4071,78811.9815
ANL_010,Analog_Bass_Adaptive,78811.9815,88759.6046,16.4152,0.3897,0.4071,78811.9815
ANL_011,Naive,113434.9667,135176.2453,37.4468,-2.3806,1.0,113434.9667
ANL_011,ARIMA,111406.4823,133471.2003,36.6295,-2.2959,0.9821,111406.4823
ANL_011,Analog_Only,79904.1008,89551.6759,27.9131,-0.4837,0.7044,-79875.547
ANL_011,Bass_Only,113344.1825,135002.3653,37.4366,-2.3719,0.9992,113344.1825
ANL_011,Analog_Bass_Static,113344.2771,135002.4471,37.4367,-2.3719,0.9992,113344.2771
ANL_011,Analog_Bass_Adaptive,113344.2771,135002.4471,37.4367,-2.3719,0.9992,113344.2771
ANL_012,Naive,35089.7,41236.0069,39.1588,-2.6247,1.0,35089.7
ANL_012,ARIMA,34793.1465,40982.5765,38.7608,-2.5803,0.9915,34793.1465
ANL_012,Analog_Only,17280.3976,20557.3817,19.5369,0.0992,0.4925,-17196.745
ANL_012,Bass_Only,24927.1369,31117.058,26.8486,-1.064,0.7104,24735.4351
ANL_012,Analog_Bass_Static,24927.1165,31117.0363,26.8485,-1.064,0.7104,24735.4143
ANL_012,Analog_Bass_Adaptive,24927.1165,31117.0363,26.8485,-1.064,0.7104,24735.4143
ANL_013,Naive,98717.7333,114309.1668,39.6111,-2.9341,1.0,98717.7333
ANL_013,ARIMA,98299.7386,113946.7732,39.4129,-2.9092,0.9958,98299.7386
ANL_013,Analog_Only,9844.0386,11765.9753,4.4256,0.9583,0.0997,7283.2324
ANL_013,Bass_Only,69863.2381,85633.8377,27.0613,-1.2079,0.7077,69863.2381
ANL_013,Analog_Bass_Static,69862.4437,85632.9926,27.061,-1.2078,0.7077,69862.4437
ANL_013,Analog_Bass_Adaptive,69862.4437,85632.9926,27.061,-1.2078,0.7077,69862.4437
ANL_014,Naive,118430.1667,137671.047,61.463,-2.8463,1.0,118430.1667
ANL_014,ARIMA,118174.2884,137450.3073,61.2778,-2.834,0.9978,118174.2884
ANL_014,Analog_Only,49475.2819,57928.5371,25.5144,0.319,0.4178,49475.2819
ANL_014,Bass_Only,65894.8533,94646.3548,29.3635,-0.8179,0.5564,-65437.529
ANL_014,Analog_Bass_Static,74963.9412,108508.9242,33.1948,-1.3894,0.633,-74513.1172
ANL_014,Analog_Bass_Adaptive,74963.9412,108508.9242,33.1948,-1.3894,0.633,-74513.1172
ANL_015,Naive,42835.3,49209.6799,41.4535,-3.1273,1.0,42835.3
ANL_015,ARIMA,42587.2624,48993.4055,41.1694,-3.0911,0.9942,42587.2624
ANL_015,Analog_Only,19170.7212,21419.1428,19.101,0.2181,0.4475,-19170.7212
ANL_015,Bass_Only,42155.4668,48550.2457,40.729,-3.0174,0.9841,42155.4668
ANL_015,Analog_Bass_Static,42155.469,48550.2477,40.729,-3.0174,0.9841,42155.469
ANL_015,Analog_Bass_Adaptive,42155.469,48550.2477,40.729,-3.0174,0.9841,42155.469
ANL_016,Naive,133151.8333,150157.3305,73.2846,-3.68,1.0,133151.8333
ANL_016,ARIMA,128564.9923,145998.2543,69.7559,-3.4243,0.9656,128564.9923
ANL_016,Analog_Only,71993.8516,80280.1847,40.3714,-0.3377,0.5407,71993.8516
ANL_016,Bass_Only,98763.4257,127953.6846,46.6095,-2.3983,0.7417,-98600.5311
ANL_016,Analog_Bass_Static,377423.8371,538766.3067,169.687,-59.2491,2.8345,-377291.2981
ANL_016,Analog_Bass_Adaptive,377423.8371,538766.3067,169.687,-59.2491,2.8345,-377291.2981
ANL_017,Naive,290366.7333,329828.8833,72.0875,-3.445,1.0,290366.7333
ANL_017,ARIMA,279046.391,319583.7724,68.0651,-3.1731,0.961,279046.391
ANL_017,Analog_Only,101252.2692,114800.2391,25.2483,0.4615,0.3487,101252.2692
ANL_017,Bass_Only,248300.1196,309618.6383,55.4925,-2.9169,0.8551,-248300.1196
ANL_017,Analog_Bass_Static,461845.7436,602074.5376,99.3306,-13.8112,1.5906,-461845.7436
ANL_017,Analog_Bass_Adaptive,461845.7436,602074.5376,99.3306,-13.8112,1.5906,-461845.7436
ANL_018,Naive,185598.6333,211206.4484,74.179,-3.39,1.0,185598.6333
ANL_018,ARIMA,183342.5544,209182.3288,72.8635,-3.3063,0.9878,183342.5544
ANL_018,Analog_Only,83185.134,94495.0833,33.6759,0.1212,0.4482,83185.134
ANL_018,Bass_Only,167519.8524,193989.3442,64.775,-2.7034,0.9026,167519.8524
ANL_018,Analog_Bass_Static,167519.7879,193989.2805,64.7749,-2.7034,0.9026,167519.7879
ANL_018,Analog_Bass_Adaptive,167519.7879,193989.2805,64.7749,-2.7034,0.9026,167519.7879
ANL_019,Naive,238889.9,277777.4983,67.6374,-2.8404,1.0,238889.9
ANL_019,ARIMA,236077.8447,275332.9299,66.4674,-2.7731,0.9882,236077.8447
ANL_019,Analog_Only,88132.0208,104883.3629,24.5721,0.4525,0.3689,88132.0208
ANL_019,Bass_Only,114945.0365,164219.7308,26.8721,-0.3422,0.4812,-114099.2326
ANL_019,Analog_Bass_Static,197729.0842,291233.0573,45.3114,-3.2214,0.8277,-197219.0276
ANL_019,Analog_Bass_Adaptive,197729.0842,291233.0573,45.3114,-3.2214,0.8277,-197219.0276
ANL_020,Naive,99002.7667,116560.4083,38.0333,-2.4279,1.0,98096.1667
ANL_020,ARIMA,98837.3574,116411.3459,37.9604,-2.4191,0.9983,97919.0721
ANL_020,Analog_Only,39472.1699,44913.0269,16.2624,0.4911,0.3987,-39453.5923
ANL_020,Bass_Only,37897.3678,51103.9619,14.0807,0.3411,0.3828,-37068.9829
ANL_020,Analog_Bass_Static,35792.7189,48052.8212,13.3522,0.4174,0.3615,-34944.701
ANL_020,Analog_Bass_Adaptive,35792.7189,48052.8212,13.3522,0.4174,0.3615,-34944.701
ANL_021,Naive,58398.6333,69390.6949,35.9612,-2.3096,1.0,57967.1
ANL_021,ARIMA,58301.5371,69297.1738,35.8954,-2.3007,0.9983,57855.1668
ANL_021,Analog_Only,119071.8277,137867.1482,75.0655,-12.0645,2.0389,-119071.8277
ANL_021,Bass_Only,57771.8625,74295.3854,34.8586,-2.794,0.9893,-57771.8625
ANL_021,Analog_Bass_Static,56563.7335,72530.4873,34.1814,-2.6159,0.9686,-56563.7335
ANL_021,Analog_Bass_Adaptive,56563.7335,72530.4873,34.1814,-2.6159,0.9686,-56563.7335
ANL_022,Naive,262609.6,309202.9495,62.7411,-2.5885,1.0,262609.6
ANL_022,ARIMA,258685.4863,305859.3227,61.3487,-2.5113,0.9851,258685.4863
ANL_022,Analog_Only,109942.0686,133335.2976,25.4053,0.3327,0.4187,109942.0686
ANL_022,Bass_Only,242884.5484,321753.5932,52.0765,-2.8857,0.9249,-242866.8
ANL_022,Analog_Bass_Static,309064.9231,419913.4901,64.9771,-5.6182,1.1769,-309054.3081
ANL_022,Analog_Bass_Adaptive,309064.9231,419913.4901,64.9771,-5.6182,1.1769,-309054.3081
ANL_023,Naive,123007.2,140663.287,40.6142,-3.2502,1.0,123007.2
ANL_023,ARIMA,122875.4577,140548.0457,40.563,-3.2432,0.9989,122875.4577
ANL_023,Analog_Only,139737.5034,166682.695,45.2951,-4.9679,1.136,-139399.7659
ANL_023,Bass_Only,81733.1557,96940.4743,26.3735,-1.0186,0.6645,81733.1557
ANL_023,Analog_Bass_Static,81733.2618,96940.5967,26.3735,-1.0186,0.6645,81733.2618
ANL_023,Analog_Bass_Adaptive,81733.2618,96940.5967,26.3735,-1.0186,0.6645,81733.2618
ANL_024,Naive,17887.5667,20774.2652,44.6127,-2.8669,1.0,17887.5667
ANL_024,ARIMA,17388.416,20339.0992,43.1023,-2.7066,0.9721,17388.416
ANL_024,Analog_Only,10465.2753,12264.4682,26.3133,-0.3478,0.5851,-10465.2753
ANL_024,Bass_Only,17027.8227,19971.2996,42.1402,-2.5738,0.9519,17027.8227
ANL_024,Analog_Bass_Static,17027.8106,19971.2883,42.1402,-2.5738,0.9519,17027.8106
ANL_024,Analog_Bass_Adaptive,17027.8106,19971.2883,42.1402,-2.5738,0.9519,17027.8106
ANL_025,Naive,245237.7333,285368.3757,66.8298,-2.8244,1.0,245237.7333
ANL_025,ARIMA,242634.4633,283111.8633,65.7996,-2.7642,0.9894,242634.4633
ANL_025,Analog_Only,150239.0728,175013.0933,40.8898,-0.4384,0.6126,150239.0728
ANL_025,Bass_Only,78160.3921,118621.6035,18.0419,0.3392,0.3187,-71167.3322
ANL_025,Analog_Bass_Static,39662.5825,58776.0842,10.1089,0.8378,0.1617,-30022.356
ANL_025,Analog_Bass_Adaptive,39662.5825,58776.0842,10.1089,0.8378,0.1617,-30022.356
ANL_026,Naive,163499.2667,187840.8918,71.685,-3.1258,1.0,163499.2667
ANL_026,ARIMA,161246.3844,185847.4543,70.2212,-3.0386,0.9862,161246.3844
ANL_026,Analog_Only,105703.9171,121956.1174,46.1275,-0.7391,0.6465,105703.9171
ANL_026,Bass_Only,103778.0097,136730.8713,39.3683,-1.186,0.6347,-103734.0584
ANL_026,Analog_Bass_Static,142873.5019,191806.686,53.3066,-3.3018,0.8738,-142832.9214
ANL_026,Analog_Bass_Adaptive,142873.5019,191806.686,53.3066,-3.3018,0.8738,-142832.9214
ANL_027,Naive,300275.0333,350156.9526,66.4253,-2.779,1.0,300275.0333
ANL_027,ARIMA,298848.4932,348930.2277,65.9647,-2.7526,0.9952,298848.4932
ANL_027,Analog_Only,56000.5685,77293.9825,11.0317,0.8159,0.1865,54473.4274
ANL_027,Bass_Only,120038.1487,178612.2294,22.2048,0.0167,0.3998,-116207.573
ANL_027,Analog_Bass_Static,117080.108,174132.9098,21.687,0.0654,0.3899,-113230.9346
ANL_027,Analog_Bass_Adaptive,117080.108,174132.9098,21.687,0.0654,0.3899,-113230.9346
ANL_028,Naive,34322.4333,39406.0809,46.2353,-3.143,1.0,34322.4333
ANL_028,ARIMA,34339.2479,39420.7399,46.2628,-3.1461,1.0005,34339.2479
ANL_028,Analog_Only,21556.7048,25453.1785,28.9564,-0.7285,0.6281,-21556.7048
ANL_028,Bass_Only,28685.7123,33890.5464,37.8715,-2.0644,0.8358,28538.3086
ANL_028,Analog_Bass_Static,28686.0967,33890.9449,37.8721,-2.0645,0.8358,28538.7029
ANL_028,Analog_Bass_Adaptive,28686.0967,33890.9449,37.8721,-2.0645,0.8358,28538.7029
ANL_029,Naive,122686.9667,144450.3151,51.9011,-2.589,1.0,122686.9667
ANL_029,ARIMA,118128.04,140446.6361,49.4437,-2.3928,0.9628,118008.3197
ANL_029,Analog_Only,24886.09,31458.3226,10.3036,0.8298,0.2028,24650.8304
ANL_029,Bass_Only,97452.3451,119984.5653,39.5158,-1.4762,0.7943,97409.9463
ANL_029,Analog_Bass_Static,97452.6306,119984.8553,39.5159,-1.4762,0.7943,97410.2337
ANL_029,Analog_Bass_Adaptive,97452.6306,119984.8553,39.5159,-1.4762,0.7943,97410.2337
ANL_030,Naive,61115.6667,70271.6266,41.3804,-3.1049,1.0,61115.6667
ANL_030,ARIMA,61074.0226,70235.4977,41.3468,-3.1007,0.9993,61074.0226
ANL_030,Analog_Only,39543.1249,46156.7669,26.8608,-0.771,0.647,-39543.1249
ANL_030,Bass_Only,7908.012,10900.0226,5.3936,0.9012,0.1294,-2959.2393
ANL_030,Analog_Bass_Static,8468.1281,11932.3366,5.698,0.8816,0.1386,-3863.8158
ANL_030,Analog_Bass_Adaptive,8468.1281,11932.3366,5.698,0.8816,0.1386,-3863.8158
ANL_031,Naive,79951.7667,92859.1368,39.8181,-2.8658,1.0,79951.7667
ANL_031,ARIMA,79842.9967,92765.3365,39.7535,-2.858,0.9986,79842.9967
ANL_031,Analog_Only,130593.6376,150725.8307,65.535,-9.1851,1.6334,-130593.6376
ANL_031,Bass_Only,14731.9837,21112.3077,7.0748,0.8002,0.1843,-11932.6362
ANL_031,Analog_Bass_Static,13089.8835,18569.448,6.3654,0.8454,0.1637,-10063.6589
ANL_031,Analog_Bass_Adaptive,13089.8835,18569.448,6.3654,0.8454,0.1637,-10063.6589
ANL_032,Naive,30881.4333,35611.789,41.4766,-3.032,1.0,30881.4333
ANL_032,ARIMA,31104.3277,35804.6574,41.8335,-3.0758,1.0072,31104.3277
ANL_032,Analog_Only,2373.9856,3029.2554,3.4585,0.9708,0.0769,2018.4043
ANL_032,Bass_Only,5804.5475,6586.8901,8.5179,0.8621,0.188,5803.5058
ANL_032,Analog_Bass_Static,5128.3249,5794.798,7.6594,0.8932,0.1661,4822.5531
ANL_032,Analog_Bass_Adaptive,5128.3249,5794.798,7.6594,0.8932,0.1661,4822.5531
ANL_033,Naive,145583.0,165526.4122,43.1918,-3.4159,1.0,145583.0
ANL_033,ARIMA,143941.4586,164079.5179,42.6249,-3.3391,0.9887,143941.4586
ANL_033,Analog_Only,92091.9389,103632.7884,27.6741,-0.7309,0.6326,-90662.8275
ANL_033,Bass_Only,149304.431,168787.4401,44.4853,-3.5916,1.0256,149304.431
ANL_033,Analog_Bass_Static,149304.5048,168787.5062,44.4854,-3.5916,1.0256,149304.5048
ANL_033,Analog_Bass_Adaptive,149304.5048,168787.5062,44.4854,-3.5916,1.0256,149304.5048
ANL_034,Naive,88950.7333,103293.9004,67.5038,-2.8695,1.0,88950.7333
ANL_034,ARIMA,85147.9462,99711.5442,63.7862,-2.6057,0.9572,85147.9462
ANL_034,Analog_Only,38187.0953,44624.3093,28.7868,0.2778,0.4293,38187.0953
ANL_034,Bass_Only,85889.0402,100519.1098,64.3547,-2.6644,0.9656,85889.0402
ANL_034,Analog_Bass_Static,85889.0392,100519.1089,64.3547,-2.6644,0.9656,85889.0392
ANL_034,Analog_Bass_Adaptive,85889.0392,100519.1089,64.3547,-2.6644,0.9656,85889.0392
ANL_035,Naive,65324.2667,77091.3215,36.0621,-2.5464,1.0,65324.2667
ANL_035,ARIMA,65460.8048,77207.0106,36.1526,-2.557,1.0021,65460.8048
ANL_035,Analog_Only,81837.4764,95867.7017,45.7851,-4.4843,1.2528,-81604.5899
ANL_035,Bass_Only,28885.9179,40477.8132,15.275,0.0223,0.4422,-28393.9635
ANL_035,Analog_Bass_Static,30656.3197,43053.529,16.1702,-0.1061,0.4693,-30170.1691
ANL_035,Analog_Bass_Adaptive,30656.3197,43053.529,16.1702,-0.1061,0.4693,-30170.1691
